ID,First Name,Last Name,Position,Worth,Source,Age,Unnamed: 0,Gender,Country,Image
7279,Kim,Kim,238.0,6.9 BUSD,Technology  ==> online games,50 years old,289,M,None,https://specials-images.forbesimg.com/imageserve/58beb44031358e1a35ac9234/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=5&cropY2=745
8555,Sandra,Ortega mera,239.0,6.9 BUSD,Fashion & Retail  ==> Zara,49 years old,290,Female,Spain,https://specials-images.forbesimg.com/imageserve/cf7804ae82275751814f94dc5378387a/416x416.jpg?background=000000&cropX1=31&cropX2=648&cropY1=15&cropY2=632
5534,Jim,Pattison,240.0,6.9 BUSD,Diversified  ==> diversified,89 years old,291,Male,None,https://specials-images.forbesimg.com/imageserve/5a7bae6231358e4955ace1dc/416x416.jpg?background=000000&cropX1=1029&cropX2=5032&cropY1=0&cropY2=4001
7586,Michael,Platt,241.0,6.9 BUSD,Finance and Investments  ==> hedge funds,50 years old,292,M,None,https://specials-images.forbesimg.com/imageserve/5ac95aec31358e4112b72073/416x416.jpg?background=000000&cropX1=347&cropX2=962&cropY1=32&cropY2=647
9899,Chan,Chan,242.0,6.8 BUSD,Real Estate  ==> real estate,77 years old,293,None,China,https://specials-images.forbesimg.com/imageserve/58093899a7ea435b91b047c1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
2046,David,Green,243.0,6.8 BUSD,Fashion & Retail  ==> retail,76 years old,294,M,None,https://specials-images.forbesimg.com/imageserve/59d5927ba7ea436b47b374d3/416x416.jpg?background=000000&cropX1=1179&cropX2=2478&cropY1=1572&cropY2=2872
4531,Hank,Meijer,244.0,6.8 BUSD,Fashion & Retail  ==> supermarkets,,295,M,United States,https:http://specials-images.forbesimg.com/imageserve/7323a2a143c9b646a26c7cb1944bfb73/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800
3602,Dmitry,Rybolovlev,245.0,6.8 BUSD,Manufacturing  ==> fertilizer,51 years old,296,M,None,https://specials-images.forbesimg.com/imageserve/5a80a32e4bbe6f2652f53e2e/416x416.jpg?background=000000&cropX1=280&cropX2=2811&cropY1=0&cropY2=2531
6625,Tsai,Tsai,246.0,6.8 BUSD,"Food and Beverage  ==> food, beverages",61 years old,297,Male,None,https://specials-images.forbesimg.com/imageserve/58a0a4eda7ea431f321958b6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788
7270,Andreas,Von bechtolsheim,247.0,6.8 BUSD,Technology  ==> Google,62 years old,298,M,None,https://specials-images.forbesimg.com/imageserve/56c9c892e4b062f6b59a2ba8/416x416.jpg?background=000000&cropX1=26&cropX2=744&cropY1=90&cropY2=809
5206,Oleg,Deripaska,248.0,6.7 BUSD,"Metals & Mining  ==> aluminum, utilities",50 years old,299,None,None,https://specials-images.forbesimg.com/imageserve/5a80ae8d4bbe6f2652f53f6a/416x416.jpg?background=000000&cropX1=1051&cropX2=3154&cropY1=565&cropY2=2667
2106,Liu,Liu,249.0,6.7 BUSD,Service  ==> diversified,70 years old,300,Male,None,https://specials-images.forbesimg.com/imageserve/5a05f5144bbe6f37dda229ca/416x416.jpg?background=000000&cropX1=358&cropX2=3209&cropY1=6&cropY2=2855
8916,Ludwig,Merckle,250.0,6.7 BUSD,Finance and Investments  ==> pharmaceuticals,53 years old,301,M,None,https://specials-images.forbesimg.com/imageserve/5a7e298a4bbe6f2652f52759/416x416.jpg?background=000000&cropX1=621&cropX2=2878&cropY1=0&cropY2=2256
6090,Brian,Acton,251.0,6.6 BUSD,Technology  ==> WhatsApp,46 years old,302,M,None,https://specials-images.forbesimg.com/imageserve/59d5914fa7ea436b47b374c9/416x416.jpg?background=000000&cropX1=282&cropX2=898&cropY1=14&cropY2=630
9677,John,Grayken,252.0,6.6 BUSD,Finance and Investments  ==> private equity,62 years old,303,None,None,https://specials-images.forbesimg.com/imageserve/5a7f777a31358e4955ad1cff/416x416.jpg?background=000000&cropX1=11&cropX2=2628&cropY1=0&cropY2=2618
1504,Ann,Kroenke,253.0,6.6 BUSD,Fashion & Retail  ==> Walmart,69 years old,304,None,United States,https:http://specials-images.forbesimg.com/imageserve/d5242b8b4379e926c18797a1c2138840/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044
2587,Augusto,Perfetti,254.0,6.6 BUSD,Food and Beverage  ==> candy,,305,Male,Italy,https:http://specials-images.forbesimg.com/imageserve/d5242b8b4379e926c18797a1c2138840/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044
6508,Finn,Rausing,255.0,6.6 BUSD,Food and Beverage  ==> packaging,63 years old,306,None,None,https://specials-images.forbesimg.com/imageserve/58a285984bbe6f0e5586bbff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
7715,Kirsten,Rausing,256.0,6.6 BUSD,Food and Beverage  ==> packaging,66 years old,307,F,None,https://specials-images.forbesimg.com/imageserve/5a811f124bbe6f2652f545c7/416x416.jpg?background=000000&cropX1=291&cropX2=1807&cropY1=0&cropY2=1516
1319,Odd,Reitan,257.0,6.6 BUSD,"Fashion & Retail  ==> retail, real estate",66 years old,308,Male,Norway,https://specials-images.forbesimg.com/imageserve/0fc3dfb2dc821a40556c0f98c7270e14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=58&cropY2=802
1999,Nassef,Sawiris,258.0,6.6 BUSD,"Construction & Engineering  ==> construction, chemicals",57 years old,309,M,None,https://specials-images.forbesimg.com/imageserve/5a7dde5931358e4955ad0811/416x416.jpg?background=000000&cropX1=771&cropX2=2794&cropY1=0&cropY2=2021
5338,Wee,Wee,259.0,6.6 BUSD,Finance and Investments  ==> banking,89 years old,310,M,None,https://specials-images.forbesimg.com/imageserve/5a80f50531358e4955ad2ec8/416x416.jpg?background=000000&cropX1=682&cropX2=3874&cropY1=14&cropY2=3207
4013,Aloys,Wobben,260.0,6.6 BUSD,Energy  ==> wind turbines,66 years old,311,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e06824bbe6f2652f52343/416x416.jpg?background=000000&cropX1=482&cropX2=2369&cropY1=0&cropY2=1889
9887,Leon,Black,261.0,6.5 BUSD,Finance and Investments  ==> private equity,66 years old,312,M,USA,https://specials-images.forbesimg.com/imageserve/59d591dda7ea436b47b374d0/416x416.jpg?background=000000&cropX1=74&cropX2=904&cropY1=170&cropY2=1000
8844,Ivan,Glasenberg,262.0,6.5 BUSD,Metals & Mining  ==> mining,61 years old,313,None,None,https://specials-images.forbesimg.com/imageserve/5a8126e8a7ea4316901340b7/416x416.jpg?background=000000&cropX1=500&cropX2=3504&cropY1=0&cropY2=3004
5796,John,Paulson,263.0,6.5 BUSD,Finance and Investments  ==> hedge funds,62 years old,314,Male,None,https://specials-images.forbesimg.com/imageserve/59d588784bbe6f37dda003a0/416x416.jpg?background=000000&cropX1=818&cropX2=1919&cropY1=283&cropY2=1384
2354,Wei,Wei,264.0,6.5 BUSD,Automotive  ==> automobiles,54 years old,315,M,China,https://specials-images.forbesimg.com/imageserve/5a7d07b631358e4955acfcda/416x416.jpg?background=000000&cropX1=11&cropX2=2697&cropY1=11&cropY2=2696
4486,Francis,Choi,265.0,6.4 BUSD,Real Estate  ==> real estate,70 years old,316,Male,None,https://specials-images.forbesimg.com/imageserve/ebc8dc5b0a75e3da4a36e5725ea61748/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=61&cropY2=557
4973,Erivan,Haub,266.0,6.4 BUSD,Fashion & Retail  ==> retail,85 years old,317,Male,Germany,https://specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843
7127,Jason,Jiang,267.0,6.4 BUSD,Media & Entertainment  ==> advertising,45 years old,318,M,None,https://specials-images.forbesimg.com/imageserve/58093d3aa7ea435b91b047e0/416x416.jpg?background=000000&cropX1=61&cropX2=683&cropY1=45&cropY2=667
2065,Suleiman,Kerimov,268.0,6.4 BUSD,Finance and Investments  ==> investments,52 years old,319,Male,None,https://specials-images.forbesimg.com/imageserve/5a80c2c74bbe6f2652f540c0/416x416.jpg?background=000000&cropX1=193&cropX2=1856&cropY1=32&cropY2=1696
3898,Ian,Livingstone,269.0,6.4 BUSD,Real Estate  ==> real estate,,320,M,None,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400
7101,Pang,Pang,270.0,6.4 BUSD,Food and Beverage  ==> soy sauce maker,62 years old,321,None,None,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400
6117,David,Shaw,271.0,6.4 BUSD,Finance and Investments  ==> hedge funds,67 years old,322,None,None,https://specials-images.forbesimg.com/imageserve/239960e569e988f52709225581a9680b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815
5990,Kushal,Singh,272.0,6.4 BUSD,Real Estate  ==> real estate,86 years old,323,M,India,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968
2411,John,Sobrato,273.0,6.4 BUSD,Real Estate  ==> real estate,79 years old,324,M,United States,https:http://specials-images.forbesimg.com/imageserve/47d41e6a7ea49d31cbada544a1ce4e5b/416x416.jpg?background=000000&cropX1=72&cropX2=623&cropY1=156&cropY2=707
7975,Acharya,Balkrishna,274.0,6.3 BUSD,Food and Beverage  ==> consumer goods,45 years old,325,M,None,https://specials-images.forbesimg.com/imageserve/5a7f023c4bbe6f2652f52cbd/416x416.jpg?background=000000&cropX1=90&cropX2=3361&cropY1=0&cropY2=3269
3268,Guenther,Fielmann,275.0,6.3 BUSD,Healthcare  ==> optometry,78 years old,326,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e150a31358e4955ad1011/416x416.jpg?background=000000&cropX1=1354&cropX2=4068&cropY1=6&cropY2=2721
4025,Daniel,Gilbert,276.0,6.3 BUSD,Finance and Investments  ==> Quicken Loans,56 years old,327,M,United States,https:http://specials-images.forbesimg.com/imageserve/06641e28ba282906e7bed9e77d91e147/416x416.jpg?background=000000&cropX1=60&cropX2=704&cropY1=63&cropY2=708
3952,Antonia,Johnson,277.0,6.3 BUSD,Diversified  ==> diversified,74 years old,328,Female,Sweden,https://specials-images.forbesimg.com/imageserve/5a811abd4bbe6f2652f545ab/416x416.jpg?background=000000&cropX1=42&cropX2=1017&cropY1=87&cropY2=1063
8753,Vikram,Lal,278.0,6.3 BUSD,Automotive  ==> motorcycles,76 years old,329,M,India,https:http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780
4682,Akira,Mori,279.0,6.3 BUSD,Real Estate  ==> real estate,81 years old,330,M,None,https://specials-images.forbesimg.com/imageserve/5ac24f4aa7ea432fbc1dc831/416x416.jpg?background=000000&cropX1=731&cropX2=3394&cropY1=6&cropY2=2667
7275,Maria-elisabeth,Schaeffler-thumann,280.0,6.3 BUSD,Automotive  ==> auto parts,76 years old,331,F,Germany,https://specials-images.forbesimg.com/imageserve/5a7e2d4a31358e4955ad1176/416x416.jpg?background=000000&cropX1=248&cropX2=1793&cropY1=112&cropY2=1658
8553,Albert,Frere,281.0,6.2 BUSD,Finance and Investments  ==> investments,92 years old,332,M,None,https://specials-images.forbesimg.com/imageserve/5a7b77a74bbe6f2652f4ee6d/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=64&cropY2=2057
1726,Richard,Kinder,282.0,6.2 BUSD,Energy  ==> pipelines,73 years old,333,M,United States,https://specials-images.forbesimg.com/imageserve/59d590eea7ea436b47b3749e/416x416.jpg?background=000000&cropX1=266&cropX2=966&cropY1=8&cropY2=708
6966,Robert,Kraft,283.0,6.2 BUSD,Sports  ==> New England Patriots,77 years old,334,Male,United States,https://specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840
2037,Ralph,Lauren,284.0,6.2 BUSD,Fashion & Retail  ==> Ralph Lauren,78 years old,335,M,United States,https://specials-images.forbesimg.com/imageserve/59d5998e31358e542c035755/416x416.jpg?background=000000&cropX1=735&cropX2=2223&cropY1=407&cropY2=1897
4624,Bruno,Schroder,285.0,6.2 BUSD,Finance and Investments  ==> banking,85 years old,336,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a70f09e4bbe6f2652f40d95/416x416.jpg?background=000000&cropX1=65&cropX2=241&cropY1=0&cropY2=176
8729,Nusli,Wadia,286.0,6.2 BUSD,Food and Beverage  ==> consumer goods,74 years old,337,M,None,https://specials-images.forbesimg.com/imageserve/5a7f401931358e4955ad1aa8/416x416.jpg?background=000000&cropX1=4&cropX2=1854&cropY1=296&cropY2=2147
2725,Pierre,Bellon,287.0,6.1 BUSD,Service  ==> food services,88 years old,338,M,None,https://specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017
5707,Les,Wexner,288.0,6.1 BUSD,Fashion & Retail  ==> retail,80 years old,339,M,None,https://specials-images.forbesimg.com/imageserve/59d590304bbe6f37dda0045f/416x416.jpg?background=000000&cropX1=524&cropX2=2358&cropY1=509&cropY2=2343
5354,Benu,Bangur,289.0,6.0 BUSD,Manufacturing  ==> cement,87 years old,340,Male,India,https://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=24&cropX2=721&cropY1=0&cropY2=698
1207,David,Cheriton,290.0,6.0 BUSD,Technology  ==> Google,67 years old,341,M,None,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280
4491,Ma,Ma,291.0,6.0 BUSD,"Fashion & Retail  ==> textiles, apparel",54 years old,342,None,None,https://specials-images.forbesimg.com/imageserve/561faff9e4b0ffa7afe5e200/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=5&cropY2=743
6212,Whitney,Macmillan,292.0,6.0 BUSD,Food and Beverage  ==> Cargill,88 years old,343,M,United States,https:http://specials-images.forbesimg.com/imageserve/16a0f086c025bdce59c284f3d75123e0/416x416.jpg?background=000000&cropX1=156&cropX2=588&cropY1=93&cropY2=525
1145,Dan,Olsson,293.0,6.0 BUSD,Diversified  ==> diversified,71 years old,344,Male,None,https://specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725
4931,Vivek,Sehgal,294.0,6.0 BUSD,Automotive  ==> auto parts,61 years old,345,None,Australia,https:http://specials-images.forbesimg.com/imageserve/57d8881f4bbe6f6781c4f08c/416x416.jpg?background=000000&cropX1=188&cropX2=470&cropY1=216&cropY2=498
9611,Teh,Teh,295.0,6.0 BUSD,Finance and Investments  ==> banking,88 years old,346,M,None,https://specials-images.forbesimg.com/imageserve/5a95531c4bbe6f0fa826ad63/416x416.jpg?background=000000&cropX1=0&cropX2=1775&cropY1=132&cropY2=1908
1721,Abdulla,Al ghurair,296.0,5.9 BUSD,Diversified  ==> diversified,,347,M,United Arab Emirates,https://specials-images.forbesimg.com/imageserve/5a988f2e4bbe6f0fa8271657/416x416.jpg?background=000000&cropX1=648&cropX2=1589&cropY1=256&cropY2=1197
7223,Maria,Aramburuzabala,297.0,5.9 BUSD,"Food and Beverage  ==> beer, investments",55 years old,348,F,None,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608
5772,Ralph,Dommermuth,298.0,5.9 BUSD,Technology  ==> internet service provider,54 years old,349,M,None,https://specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362
2824,Frank,Lowy,299.0,5.9 BUSD,Real Estate  ==> shopping malls,87 years old,350,M,Australia,https://specials-images.forbesimg.com/imageserve/5a7a522a31358e4955acc824/416x416.jpg?background=000000&cropX1=485&cropX2=4136&cropY1=0&cropY2=3648
1738,Wolfgang,Marguerre,300.0,5.9 BUSD,Healthcare  ==> pharmaceuticals,77 years old,351,M,None,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
2374,Marijke,Mars,301.0,5.9 BUSD,"Food and Beverage  ==> candy, pet food",53 years old,352,Female,None,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
8455,Pamela,Mars,302.0,5.9 BUSD,"Food and Beverage  ==> candy, pet food",57 years old,353,F,None,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838
2816,Valerie,Mars,303.0,5.9 BUSD,"Food and Beverage  ==> candy, pet food",59 years old,354,F,United States,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838
6046,Victoria,Mars,304.0,5.9 BUSD,"Food and Beverage  ==> candy, pet food",61 years old,355,F,None,https://specials-images.forbesimg.com/imageserve/59d593da4bbe6f37dda0048f/416x416.jpg?background=000000&cropX1=154&cropX2=586&cropY1=99&cropY2=531
6318,David,Barclay,305.0,5.8 BUSD,"Diversified  ==> media, retail",84 years old,356,None,None,https://specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460
1825,John,Gokongwei,306.0,5.8 BUSD,Diversified  ==> food and beverage,91 years old,357,M,Philippines,https://specials-images.forbesimg.com/imageserve/d70e19d44da6ed97af796d410314cc69/416x416.jpg?background=000000&cropX1=206&cropX2=646&cropY1=44&cropY2=484
9272,Kwon,Kwon,307.0,5.8 BUSD,Technology  ==> online games,44 years old,358,M,None,https://specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
8103,Nancy,Laurie,308.0,5.8 BUSD,Fashion & Retail  ==> Walmart,67 years old,359,F,United States,https://specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574
1179,Lin,Lin,309.0,5.8 BUSD,Real Estate  ==> real estate,81 years old,360,Male,None,https://specials-images.forbesimg.com/imageserve/594bfd4a4bbe6f18d786e5aa/416x416.jpg?background=000000&cropX1=289&cropX2=1912&cropY1=4&cropY2=1625
5024,Tom,Love,310.0,5.8 BUSD,Fashion & Retail  ==> retail & gas stations,81 years old,361,,USA,https://specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512
2355,Robert,Rowling,311.0,5.8 BUSD,Energy  ==> investments,64 years old,362,None,None,https://specials-images.forbesimg.com/imageserve/59d6500131358e542c035c5d/416x416.jpg?background=000000&cropX1=64&cropX2=496&cropY1=48&cropY2=480
4665,Dennis,Washington,312.0,5.8 BUSD,"Logistics  ==> construction, mining",83 years old,363,Male,None,https://specials-images.forbesimg.com/imageserve/198d7ce586e3b44a8067f1e6bdd424f2/416x416.jpg?background=000000&cropX1=282&cropX2=491&cropY1=160&cropY2=369
3815,Yao,Yao,313.0,5.8 BUSD,Manufacturing  ==> furniture,53 years old,364,M,None,https://specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501
6715,Zhang,Zhang,314.0,5.8 BUSD,Fashion & Retail  ==> appliance retailer,55 years old,365,None,None,https://specials-images.forbesimg.com/imageserve/5a7d20f7a7ea431690130ec7/416x416.jpg?background=000000&cropX1=2&cropX2=678&cropY1=45&cropY2=722
9260,Juan,Beckmann vidal,315.0,5.7 BUSD,Food and Beverage  ==> tequila,78 years old,366,M,None,https://specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163
6777,David,Sun,316.0,5.7 BUSD,Technology  ==> computer hardware,66 years old,367,M,USA,https:http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=60&cropX2=635&cropY1=116&cropY2=691
7165,John,Tu,317.0,5.7 BUSD,Technology  ==> computer hardware,76 years old,368,M,None,https:http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603
9835,Martin,Viessmann,318.0,5.7 BUSD,Manufacturing  ==> heating equipment,64 years old,369,M,None,https://specials-images.forbesimg.com/imageserve/5a7e2d9d4bbe6f2652f5276a/416x416.jpg?background=000000&cropX1=718&cropX2=3985&cropY1=0&cropY2=3266
3739,Stef,Wertheimer,319.0,5.7 BUSD,Manufacturing  ==> metalworking tools,91 years old,370,Male,None,https://specials-images.forbesimg.com/imageserve/5a7f7e2a4bbe6f2652f532b1/416x416.jpg?background=000000&cropX1=150&cropX2=2485&cropY1=0&cropY2=2333
3558,Hansjoerg,Wyss,320.0,5.7 BUSD,Healthcare  ==> medical devices,83 years old,371,Male,None,https://specials-images.forbesimg.com/imageserve/5a81269031358e4955ad311c/416x416.jpg?background=000000&cropX1=127&cropX2=984&cropY1=71&cropY2=928
3404,James,Dyson,321.0,5.6 BUSD,Manufacturing  ==> vacuums,71 years old,372,None,None,https://specials-images.forbesimg.com/imageserve/5a96d079a7ea434a0c2787fb/416x416.jpg?background=000000&cropX1=1051&cropX2=2694&cropY1=844&cropY2=2488
6127,Laurence,Graff,322.0,5.6 BUSD,Fashion & Retail  ==> diamond jewelry,80 years old,373,M,None,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001
7286,Jen-hsun,Huang,323.0,5.6 BUSD,Technology  ==> semiconductors,55 years old,374,Male,United States,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326
5447,Charles,Johnson,324.0,5.6 BUSD,Finance and Investments  ==> money management,85 years old,375,None,United States,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863
8570,Jerry,Jones,325.0,5.6 BUSD,Sports  ==> Dallas Cowboys,75 years old,376,None,None,https://specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084
3075,Kei,Kei,326.0,5.6 BUSD,Real Estate  ==> real estate,52 years old,377,None,People's Republic of China,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
6857,Kwee,Kwee,327.0,5.6 BUSD,Real Estate  ==> Real Estate,,378,Male,None,https://specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338
7334,Lee,Lee,328.0,5.6 BUSD,"Manufacturing  ==> palm oil, property",79 years old,379,None,None,https://specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
8278,Richard,Lefrak,329.0,5.6 BUSD,Real Estate  ==> real estate,72 years old,380,Male,None,https://specials-images.forbesimg.com/imageserve/5a8da99e4bbe6f2652f620cd/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=304&cropY2=2297
8934,Shigenobu,Nagamori,330.0,5.6 BUSD,Manufacturing  ==> motors,73 years old,381,M,None,https://specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557
2349,Steven,Rales,331.0,5.6 BUSD,Manufacturing  ==> manufacturing,67 years old,382,M,None,https://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763
5758,Friede,Springer,332.0,5.6 BUSD,Media & Entertainment  ==> publishing,75 years old,383,F,None,https://specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439
5901,Yeung,Yeung,333.0,5.6 BUSD,Manufacturing  ==> electronics,54 years old,384,M,None,https://specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741
9129,Rinat,Akhmetov,334.0,5.5 BUSD,"Metals & Mining  ==> steel, coal",51 years old,385,Male,None,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206
6524,Shari,Arison,335.0,5.5 BUSD,Service  ==> Carnival Cruises,60 years old,386,F,Israel,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
2485,Dannine,Avara,336.0,5.5 BUSD,Energy  ==> pipelines,54 years old,387,None,United States,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
7850,Rahel,Blocher,337.0,5.5 BUSD,Manufacturing  ==> chemicals,42 years old,388,None,None,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608
1769,Andrew,Currie,338.0,5.5 BUSD,Manufacturing  ==> chemicals,62 years old,389,M,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
2043,Scott,Duncan,339.0,5.5 BUSD,Energy  ==> pipelines,1984,390,M,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
2853,Milane,Frantz,340.0,5.5 BUSD,Energy  ==> pipelines,48 years old,391,F,None,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572
9869,Diane,Hendricks,341.0,5.5 BUSD,Construction & Engineering  ==> roofing,71 years old,392,Female,USA,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430
3813,Magdalena,Martullo-blocher,342.0,5.5 BUSD,Manufacturing  ==> chemicals,49 years old,393,F,None,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513
