Position,Worth,Name,Age,Source,Country,Gender_cat
1574,1.5 BUSD,Chen Qingzhou,52,Telecom  ==> communications equipment,China,Male
1575,1.5 BUSD,Richard Desmond,66,Media & Entertainment  ==> publishing,None,Male
1576,1.5 BUSD,Mohammed Dewji,43,Diversified  ==> diversified,Tanzania,Male
1577,1.5 BUSD,Carl Douglas,57,Diversified  ==> investments,None,Male
1578,1.5 BUSD,Eric Douglas,50,Diversified  ==> investments,Sweden,Not Available
1579,1.5 BUSD,Bulent Eczacibasi,68,"Diversified  ==> pharmaceuticals, diversified",None,Male
1580,1.5 BUSD,Faruk Eczacibasi,64,"Diversified  ==> pharmaceuticals, diversified",None,Male
1581,1.5 BUSD,Martha Ford,92,Automotive  ==> Ford Motor,None,Not Available
1582,1.5 BUSD,Yasuhiro Fukushima,70,Media & Entertainment  ==> video games,Japan,Male
1583,1.5 BUSD,Reinold Geiger,70,Fashion & Retail  ==> beauty products,None,Male
1584,1.5 BUSD,Saad Hariri,48,"Construction & Engineering  ==> construction, investments",Lebanon,Not Available
1585,1.5 BUSD,Richard Hayne,70,Fashion & Retail  ==> Urban Outfitters,United States,Male
1586,1.5 BUSD,Ilona Herlin,53,"Manufacturing  ==> elevators, escalators",None,Not Available
1587,1.5 BUSD,Asok Kumar Hiranandani,63,Real Estate  ==> real estate,Singapore,Male
1588,1.5 BUSD,Niranjan Hiranandani,68,Real Estate  ==> real estate,None,Not Available
1589,1.5 BUSD,Huang Qiaoling,59,Media & Entertainment  ==> amusement parks,China,Male
1590,1.5 BUSD,Huang Zhuangmian,48,Logistics  ==> logistics,None,Male
1591,1.5 BUSD,Hal Jackman,86,"Finance and Investments  ==> insurance, investments",None,Male
1592,1.5 BUSD,Anurang Jain,56,Manufacturing  ==> auto parts,None,Male
1593,1.5 BUSD,Keeree Kanjanapas,67,Real Estate  ==> transportation,None,Male
1594,1.5 BUSD,Kim Nam-Jung,45,Food and Beverage  ==> food,South Korea,Male
1595,1.5 BUSD,Seth Klarman,61,Finance and Investments  ==> investments,None,Male
1596,1.5 BUSD,Alexander Klyachin,51,Real Estate  ==> real estate,None,Male
1597,1.5 BUSD,Yuriy Kosiuk,50,Food and Beverage  ==> agriculture,Ukraine,Male
1598,1.5 BUSD,Miguel Krigsner,68,Fashion & Retail  ==> cosmetics,None,Male
1599,1.5 BUSD,Lee Yin Yee,66,Manufacturing  ==> glass,None,Male
1600,1.5 BUSD,Nicola Leibinger-Kammueller,58,Manufacturing  ==> manufacturing,Germany,Not Available
1601,1.5 BUSD,Li Weiwei,41,Technology  ==> online games,None,Male
1602,1.5 BUSD,William Li,43,Automotive  ==> automobiles,China,Male
1603,1.5 BUSD,Li Yihai,55,Healthcare  ==> pharmaceuticals,None,Not Available
1604,1.5 BUSD,Li Yong,41,Manufacturing  ==> chemicals,None,Not Available
1605,1.5 BUSD,Lin Ming-Hsiung,68,Fashion & Retail  ==> supermarkets,None,Male
1606,1.5 BUSD,Lou Zhongfu,64,Real Estate  ==> real estate,China,Male
1607,1.5 BUSD,Low Tuck Kwong,70,Energy  ==> coal,None,Not Available
1608,1.5 BUSD,P.N.C. Menon,69,Real Estate  ==> real estate,None,Male
1609,1.5 BUSD,Thomas Meyer,58,Fashion & Retail  ==> apparel retailer,Switzerland,Male
1610,1.5 BUSD,Ezra Nahmad,72,Finance and Investments  ==> art,None,Male
1611,1.5 BUSD,Judith Neilson,72,Finance and Investments  ==> investments,None,Not Available
1612,1.5 BUSD,Madeleine Olsson Ericksson,73,Diversified  ==> diversified,Sweden,Not Available
1613,1.5 BUSD,Ou Zonghong,48,Real Estate  ==> real estate,None,Not Available
1614,1.5 BUSD,Eren Ozmen,59,Manufacturing  ==> aerospace,None,Female
1615,1.5 BUSD,Fatih Ozmen,60,Manufacturing  ==> aerospace,None,Male
1616,1.5 BUSD,Jose Isaac Peres,77,Real Estate  ==> shopping malls,None,Male
1617,1.5 BUSD,Mark Pincus,52,Technology  ==> online games,None,Male
1618,1.5 BUSD,Kevin Plank,45,Fashion & Retail  ==> Under Armour,United States,Male
1619,1.5 BUSD,"Nicholas Pritzker, Ii.",74,"Service  ==> hotels, investments",None,Not Available
1620,1.5 BUSD,Que Wenbin,54,Healthcare  ==> pharmaceuticals,China,Male
1621,1.5 BUSD,Jorge Rodriguez Rodriguez,72,Diversified  ==> processed milk,None,Male
1622,1.5 BUSD,Nobutada Saji,72,Food and Beverage  ==> beverages,None,Male
1623,1.5 BUSD,Thomas Sandell,57,Finance and Investments  ==> hedge funds,Sweden,Male
1624,1.5 BUSD,Eddy Kusnadi Sariaatmadja,64,"Media & Entertainment  ==> media, tech",None,Male
1625,1.5 BUSD,Fayez Sarofim,89,Finance and Investments  ==> money management,United States,Male
1626,1.5 BUSD,Monika Schoeller,79,Media & Entertainment  ==> publishing,None,Female
1627,1.5 BUSD,Antonio Luiz Seabra,75,Fashion & Retail  ==> cosmetics,Brazil,Male
1628,1.5 BUSD,Yuri Shefler,50,Food and Beverage  ==> alcohol,Russia,Male
1629,1.5 BUSD,Rajju Shroff,84,Manufacturing  ==> agrochemicals,India,Not Available
1630,1.5 BUSD,Frank Stronach,85,Automotive  ==> auto parts,Canada,Male
1631,1.5 BUSD,Kevin Systrom,33,Technology  ==> Instagram,None,Not Available
1632,1.5 BUSD,Tang Hsiang-Chien,95,"Manufacturing  ==> textiles, electronics",None,Not Available
1633,1.5 BUSD,Tang Jianfang,62,Food and Beverage  ==> packaged foods,None,Female
1634,1.5 BUSD,Ning Tang,44,Finance and Investments  ==> online lending,China,Male
1635,1.5 BUSD,Jim Thompson,78,Logistics  ==> logistics,United States,Male
1636,1.5 BUSD,Jonathan Tisch,64,"Diversified  ==> insurance, NFL team",None,Male
1637,1.5 BUSD,Kenneth Tuchman,58,Service  ==> outsourcing,United States,Male
1638,1.5 BUSD,Wim Van Der Leegte,70,Manufacturing  ==> manufacturing,None,Not Available
1639,1.5 BUSD,Shamsheer Vayalil,41,Healthcare  ==> healthcare,None,Male
1640,1.5 BUSD,Thongma Vijitpongpun,60,Real Estate  ==> real estate,Thailand,Male
1641,1.5 BUSD,Arkady Volozh,54,Media & Entertainment  ==> search engine,None,Male
1642,1.5 BUSD,Stefan Von Holtzbrinck,55,Media & Entertainment  ==> publishing,None,Male
1643,1.5 BUSD,Wang Jiufang,54,Real Estate  ==> real estate,China,Not Available
1644,1.5 BUSD,Wong Hong King,56,Real Estate  ==> real estate,None,Not Available
1645,1.5 BUSD,Ian Wood,75,Energy  ==> energy services,None,Not Available
1646,1.5 BUSD,Xiao Chunhong,50,Real Estate  ==> real estate,None,Male
1647,1.5 BUSD,Jacky Xu,46,Fashion & Retail  ==> apparel,St. Kitts and Nevis,Male
1648,1.5 BUSD,Zhang Hongwei,63,"Diversified  ==> oil, banking",None,Male
1649,1.5 BUSD,Zhang Tao,45,Fashion & Retail  ==> e-commerce,None,Male
1650,1.4 BUSD,Anu Aga,75,Construction & Engineering  ==> engineering,India,Not Available
1651,1.4 BUSD,Farkhad Akhmedov,62,Energy  ==> investments,None,Male
1652,1.4 BUSD,Alberto Alcocer,75,Finance and Investments  ==> investments,None,Male
1653,1.4 BUSD,Bassam Alghanim,66,Diversified  ==> diversified,None,Male
1654,1.4 BUSD,Kutayba Alghanim,72,Diversified  ==> diversified,None,Not Available
1655,1.4 BUSD,Alexandra Andresen,20,Diversified  ==> investments,Norway,Female
1656,1.4 BUSD,Katharina Andresen,22,Diversified  ==> investments,Norway,Female
1657,1.4 BUSD,Vasily Anisimov,66,Metals & Mining  ==> real estate,None,Not Available
1658,1.4 BUSD,Mori Arkin,65,Healthcare  ==> pharmaceuticals,None,Male
1659,1.4 BUSD,Nigel Austin,47,Fashion & Retail  ==> retailing,None,Male
1660,1.4 BUSD,Krishna Kumar Bangur,57,Manufacturing  ==> graphite electrodes,None,Male
1661,1.4 BUSD,Herb Chambers,76,Automotive  ==> car dealerships,None,Male
1662,1.4 BUSD,R.G. Chandramogan,69,Food and Beverage  ==> dairy,India,Male
1663,1.4 BUSD,Chang Pyung-Soon,67,Service  ==> educational services,None,Not Available
1664,1.4 BUSD,Chao Teng-Hsiung,74,Real Estate  ==> real estate,None,Male
1665,1.4 BUSD,Chen Liying,42,Logistics  ==> package delivery,None,Female
1666,1.4 BUSD,Chen Tianqiao,45,Technology  ==> online games,None,Male
1667,1.4 BUSD,Henry Cheng,71,Diversified  ==> property,None,Not Available
1668,1.4 BUSD,Chey Ki-Won,53,"Technology  ==> computer services, telecom",None,Female
1669,1.4 BUSD,Chi Yufeng,47,Technology  ==> software,China,Male
1670,1.4 BUSD,Chua Thian Poh,69,Real Estate  ==> real estate,None,Male
1671,1.4 BUSD,Chung Yong-Jin,49,Fashion & Retail  ==> retail,None,Male
1672,1.4 BUSD,Ciputra,86,Real Estate  ==> real estate,None,Male
1673,1.4 BUSD,Alberto Cortina,72,Finance and Investments  ==> investments,None,Male
1674,1.4 BUSD,"Robert Coyiuto, Jr.",65,Energy  ==> power,None,Not Available
1675,1.4 BUSD,Maria Del Pino Y Calvo-Sotelo,62,Construction & Engineering  ==> construction,Spain,Not Available
1676,1.4 BUSD,K. Dinesh,64,Technology  ==> software services,India,Male
1677,1.4 BUSD,Du Weimin,54,Healthcare  ==> vaccines,China,Male
1678,1.4 BUSD,John Edson,86,Manufacturing  ==> leisure craft,United States,Not Available
1679,1.4 BUSD,David Einhorn,49,Finance and Investments  ==> hedge funds,None,Male
1680,1.4 BUSD,Bob Ell,73,Construction & Engineering  ==> real estate,None,Male
1681,1.4 BUSD,Gary Fegel,44,"Metals & Mining  ==> commodities, investments",None,Male
1682,1.4 BUSD,Victor Fung,72,Logistics  ==> trading company,None,Male
1683,1.4 BUSD,William Fung,69,Fashion & Retail  ==> sourcing,Hong Kong,Male
1684,1.4 BUSD,Alan Gerry,89,Media & Entertainment  ==> cable television,None,Male
1685,1.4 BUSD,Balkrishan Goenka,51,Manufacturing  ==> textiles,None,Not Available
1686,1.4 BUSD,Polys Haji-Ioannou,58,Service  ==> EasyJet,None,Male
1687,1.4 BUSD,Mehmet Hattat,72,Diversified  ==> diversified,None,Male
1688,1.4 BUSD,J. Tomilson Hill,70,Finance and Investments  ==> investments,None,Male
1689,1.4 BUSD,Eduardo Hochschild,54,Metals & Mining  ==> mining,None,Male
1690,1.4 BUSD,Hoi Kin Hong,65,Real Estate  ==> real estate,None,Male
1691,1.4 BUSD,Hur Young-In,69,"Food and Beverage  ==> bakeries, fast food",None,Male
1692,1.4 BUSD,George Joseph,96,Finance and Investments  ==> insurance,United States,Male
1693,1.4 BUSD,Ronald Joyce,87,Food and Beverage  ==> coffee chain,None,Male
1694,1.4 BUSD,T.S. Kalyanaraman,71,Fashion & Retail  ==> jewelry,None,Not Available
1695,1.4 BUSD,Nimesh Kampani,71,Finance and Investments  ==> investment banking,None,Male
1696,1.4 BUSD,Eugene Kaspersky,52,Technology  ==> software,None,Not Available
1697,1.4 BUSD,Viktor Kharitonin,45,Healthcare  ==> pharmaceuticals,None,Male
1698,1.4 BUSD,Pyotr Kondrashev,68,Manufacturing  ==> investments,Russia,Male
1699,1.4 BUSD,Yuri Kovalchuk,66,"Finance and Investments  ==> banking, insurance, media",Russia,Male
1700,1.4 BUSD,Kagemasa Kozuki,77,Technology  ==> video games,None,Male
1701,1.4 BUSD,Michael Krasny,64,Technology  ==> retail,United States,Male
1702,1.4 BUSD,James Leininger,73,Healthcare  ==> medical products,None,Not Available
1703,1.4 BUSD,Li Guoqiang,54,Automotive  ==> auto dealerships,None,Male
1704,1.4 BUSD,Li Liangbin,50,Manufacturing  ==> lithium,None,Male
1705,1.4 BUSD,Liu Ko-Chen,64,Technology  ==> Manufacturing,Taiwan,Not Available
1706,1.4 BUSD,Anatoly Lomakin,65,Metals & Mining  ==> investments,None,Not Available
1707,1.4 BUSD,Ma Hong,50,Fashion & Retail  ==> fashion retail,China,Male
1708,1.4 BUSD,Gary Magness,64,"Media & Entertainment  ==> cable TV, investments",United States,Male
1709,1.4 BUSD,Youssef Mansour,73,Diversified  ==> diversified,None,Male
1710,1.4 BUSD,Strive Masiyiwa,57,Telecom  ==> telecom,None,Not Available
1711,1.4 BUSD,Dariusz Milek,50,"Fashion & Retail  ==> real estate, retail",None,Male
1712,1.4 BUSD,Nan Cunhui,54,Manufacturing  ==> power equipment,None,Male
1713,1.4 BUSD,Dinesh Nandwana,55,Technology  ==> software services,India,Male
1714,1.4 BUSD,Oei Hong Leong,70,Finance and Investments  ==> investments,None,Not Available
1715,1.4 BUSD,Rubens Ometto Silveira Mello,68,"Energy  ==> sugar, ethanol",None,Not Available
1716,1.4 BUSD,Ou Xueming,69,Real Estate  ==> real estate,None,Male
1717,1.4 BUSD,Markus Persson,39,Media & Entertainment  ==> computer games,None,Male
1718,1.4 BUSD,Victor Pinchuk,57,"Metals & Mining  ==> steel pipes, diversified",None,Male
1719,1.4 BUSD,Alberto Prada,62,Fashion & Retail  ==> luxury goods,Italy,Not Available
1720,1.4 BUSD,Marina Prada,62,Fashion & Retail  ==> luxury goods,None,Female
1721,1.4 BUSD,Forrest Preston,85,Healthcare  ==> health care,United States,Not Available
1722,1.4 BUSD,Jerry Reinsdorf,82,Sports  ==> sports teams,United States,Male
1723,1.4 BUSD,Fernando Roig,70,Fashion & Retail  ==> supermarkets,Spain,Male
1724,1.4 BUSD,Subhash Runwal,75,Real Estate  ==> real estate,None,Male
1725,1.4 BUSD,Yoshiyuki Sankai,59,Technology  ==> robotics,None,Male
1726,1.4 BUSD,Kirill Shamalov,35,Energy  ==> petrochemicals,None,Male
1727,1.4 BUSD,Shin Dong-Bin,63,Fashion & Retail  ==> retail,South Korea,Not Available
1728,1.4 BUSD,Evgeny (Eugene) Shvidler,54,"Energy  ==> oil & gas, investments",None,Male
1729,1.4 BUSD,Jasminder Singh,67,Real Estate  ==> hotels,None,Male
1730,1.4 BUSD,Martua Sitorus,58,Manufacturing  ==> palm oil,None,Male
1731,1.4 BUSD,Peter Sperling,58,Service  ==> education,None,Male
1732,1.4 BUSD,Jerzy Starak,70,Healthcare  ==> pharmaceuticals,Poland,Male
1733,1.4 BUSD,Manny Stul,69,Manufacturing  ==> toys,None,Male
1734,1.4 BUSD,Su Rubo,63,Real Estate  ==> real estate,China,Male
1735,1.4 BUSD,Fuat Tosyali,55,Metals & Mining  ==> steel,Turkey,Male
1736,1.4 BUSD,Kenny Troutt,70,Telecom  ==> telecom,None,Not Available
1737,1.4 BUSD,Rufino Vigil Gonzalez,70,Metals & Mining  ==> steel,None,Male
1738,1.4 BUSD,Wang Jianfeng,48,Automotive  ==> auto parts,China,Not Available
1739,1.4 BUSD,Wang Jing,45,Telecom  ==> telecom services,China,Male
1740,1.4 BUSD,Wang Qunbin,48,Diversified  ==> conglomerate,China,Male
1741,1.4 BUSD,Dan Wilks,62,Energy  ==> natural gas,None,Male
1742,1.4 BUSD,Farris Wilks,66,Energy  ==> natural gas,None,Male
1743,1.4 BUSD,Thomas Wu,68,Finance and Investments  ==> finance,None,Male
1744,1.4 BUSD,Yi Zheng,47,Technology  ==> software,China,Male
1745,1.4 BUSD,Yuan Fugen,67,Manufacturing  ==> metal processing,None,Male
1746,1.4 BUSD,"Richard Yuengling, Jr.",75,Food and Beverage  ==> beer,United States,Male
1747,1.4 BUSD,Gavril Yushvaev,60,"Finance and Investments  ==> precious metals, real estate",None,Male
1748,1.4 BUSD,Zeng Kaitian,43,Technology  ==> online games,None,Male
1749,1.4 BUSD,Zhang Wanzhen,68,Manufacturing  ==> electronic components,None,Male
1750,1.4 BUSD,Zhang Yubai,53,Food and Beverage  ==> wine,None,Not Available
1751,1.4 BUSD,Changpeng Zhao,62,Finance and Investments  ==> cryptocurrency,None,Not Available
1752,1.4 BUSD,Zhou Yifeng,49,Manufacturing  ==> chemicals,China,Male
1753,1.4 BUSD,Zhou Yongli,63,Manufacturing  ==> conglomerate,China,Not Available
1754,1.4 BUSD,Zhu Wenchen,52,Healthcare  ==> pharmaceuticals,None,Male
1755,1.4 BUSD,Ahmet Nazif Zorlu,73,Diversified  ==> diversified,None,Male
1756,1.3 BUSD,Len Ainsworth,94,Gambling & Casinos  ==> betting machines,None,Not Available
1757,1.3 BUSD,Edmund Ansin,82,Media & Entertainment  ==> television,None,Male
1758,1.3 BUSD,Markus Blocher,47,Manufacturing  ==> chemicals,None,Male
1759,1.3 BUSD,Leonid Boguslavsky,67,Finance and Investments  ==> venture capital,None,Male
1760,1.3 BUSD,Jorge Horacio Brito,65,Finance and Investments  ==> banking,None,Male
1761,1.3 BUSD,Saket Burman,41,Food and Beverage  ==> consumer goods,None,Male
1762,1.3 BUSD,Steve Case,59,Technology  ==> AOL,United States,Male
1763,1.3 BUSD,Jeffrey Cheah,73,Real Estate  ==> property,None,Male
1764,1.3 BUSD,Bruce Cheng,82,Technology  ==> electronics,None,Not Available
1765,1.3 BUSD,Cheng Xianfeng,49,Healthcare  ==> pharmaceuticals,None,Male
1766,1.3 BUSD,Ivan Chrenko,50,Real Estate  ==> real estate,Slovakia,Male
1767,1.3 BUSD,Eduardo Cojuangco,83,"Food and Beverage  ==> food, drinks",Philippines,Male
1768,1.3 BUSD,Brunello Cucinelli,64,Fashion & Retail  ==> fashion,None,Not Available
1769,1.3 BUSD,Darwin Deason,78,Service  ==> Xerox,United States,Male
1770,1.3 BUSD,Andrea Della Valle,52,Fashion & Retail  ==> shoes,Italy,Male
1771,1.3 BUSD,Jamie Dimon,62,Finance and Investments  ==> banking,United States,Male
1772,1.3 BUSD,Charles Dunstone,54,Telecom  ==> mobile phones,None,Male
1773,1.3 BUSD,Bruce Flatt,53,Finance and Investments  ==> money management,None,Male
1774,1.3 BUSD,Fu Meicheng,60,"Media & Entertainment  ==> TV shows, movies",None,Male
1775,1.3 BUSD,Soichiro Fukutake,72,Service  ==> education,None,Male
1776,1.3 BUSD,Don Gao,53,Manufacturing  ==> power tools,China,Male
1777,1.3 BUSD,Gao Yunfeng,51,Manufacturing  ==> industrial lasers,China,Male
1778,1.3 BUSD,Anne Gittinger,82,Fashion & Retail  ==> Nordstrom department stores,United States,Female
1779,1.3 BUSD,Clelia Haji-Ioannou,47,Service  ==> EasyJet,None,Female
1780,1.3 BUSD,John Hancock,42,Metals & Mining  ==> trust fund,Australia,Male
1781,1.3 BUSD,Ronnen Harary,46,Manufacturing  ==> toys,None,Not Available
1782,1.3 BUSD,Ayman Hariri,40,"Construction & Engineering  ==> construction, investments",None,Male
1783,1.3 BUSD,Fahd Hariri,36,"Construction & Engineering  ==> construction, investments",None,Male
1784,1.3 BUSD,Surendra Hiranandani,63,Real Estate  ==> real estate,None,Male
1785,1.3 BUSD,Alan Howard,54,Finance and Investments  ==> hedge funds,United Kingdom,Male
1786,1.3 BUSD,Hu Keqin,60,Diversified  ==> chemicals,None,Male
1787,1.3 BUSD,Archie Hwang,62,Technology  ==> semiconductors,Taiwan,Male
1788,1.3 BUSD,Irwin Jacobs,84,Technology  ==> semiconductors,United States,Not Available
1789,1.3 BUSD,Mitchell Jacobson,67,Service  ==> industrial equipment,United States,Not Available
1790,1.3 BUSD,Rana Kapoor,60,Finance and Investments  ==> banking,India,Not Available
1791,1.3 BUSD,Alexander Karp,50,Technology  ==> software firm,United States,Male
1792,1.3 BUSD,Raghuvinder Kataria,69,Finance and Investments  ==> diversified,UK,Male
1793,1.3 BUSD,Habil Khorakiwala,75,Healthcare  ==> pharmaceuticals,None,Male
1794,1.3 BUSD,Sidney Kimmel,90,Fashion & Retail  ==> retail,United States,Male
1795,1.3 BUSD,Andre Koo,51,Finance and Investments  ==> financial services,Taiwan,Male
1796,1.3 BUSD,Koo Bon-Neung,69,Manufacturing  ==> electronics,None,Male
1797,1.3 BUSD,Andrei Kosogov,57,"Energy  ==> oil, banking, telecom",None,Male
1798,1.3 BUSD,Lee Ho-Jin,55,Diversified  ==> diversified,None,Male
1799,1.3 BUSD,Solomon Lew,73,Fashion & Retail  ==> retail,None,Not Available
1800,1.3 BUSD,Rodney Lewis,63,Energy  ==> natural gas,None,Male
1801,1.3 BUSD,Li Jiaquan,54,Manufacturing  ==> chemicals,None,Male
1802,1.3 BUSD,Lin Fanlian,57,Energy  ==> gas,None,Not Available
1803,1.3 BUSD,Lin Jianhua,55,Manufacturing  ==> solar panel components,None,Male
1804,1.3 BUSD,Lin Tianfu,55,"Fashion & Retail  ==> footwear, apparel",None,Not Available
1805,1.3 BUSD,Louise Lindh,38,Diversified  ==> investments,None,Female
1806,1.3 BUSD,Liu Baolin,65,Fashion & Retail  ==> pharmacies,China,Male
1807,1.3 BUSD,Jose Llado Fernandez-Urrutia,84,Construction & Engineering  ==> construction,None,Not Available
1808,1.3 BUSD,Lu Di,62,Technology  ==> drones,None,Male
1809,1.3 BUSD,"Cargill Macmillan, Iii.",58,Food and Beverage  ==> Cargill,None,Male
1810,1.3 BUSD,John Macmillan,68,Food and Beverage  ==> Cargill,None,Male
1811,1.3 BUSD,Martha Macmillan,66,Food and Beverage  ==> Cargill,None,Not Available
1812,1.3 BUSD,William Macmillan,64,Food and Beverage  ==> Cargill,None,Not Available
1813,1.3 BUSD,Katarina Martinson,36,Diversified  ==> investments,None,Female
1814,1.3 BUSD,Craig Newmark,65,Technology  ==> Craigslist,None,Not Available
1815,1.3 BUSD,Bruce Nordstrom,84,Fashion & Retail  ==> Nordstrom department stores,United States,Male
1816,1.3 BUSD,Pierre Karl Péladeau,56,Media & Entertainment  ==> media,None,Male
1817,1.3 BUSD,David Penaloza Alanis,44,Construction & Engineering  ==> toll roads,None,Male
1818,1.3 BUSD,Andreas Pohl,53,Finance and Investments  ==> mutual funds,Germany,Not Available
1819,1.3 BUSD,"Reinfried Pohl, Jr.",58,Finance and Investments  ==> mutual funds,None,Male
1820,1.3 BUSD,Mahendra Prasad,78,Healthcare  ==> pharmaceuticals,India,Male
1821,1.3 BUSD,Anton Rabie,46,Manufacturing  ==> toys,None,Male
1822,1.3 BUSD,Bianca Rinehart,41,Metals & Mining  ==> trust fund,None,Female
1823,1.3 BUSD,Ginia Rinehart,30,Metals & Mining  ==> trust fund,None,Female
1824,1.3 BUSD,Alexander Rovt,65,"Manufacturing  ==> fertilizer, real estate",United States,Male
1825,1.3 BUSD,Lily Safra,80,Finance and Investments  ==> banking,None,Female
1826,1.3 BUSD,Deniz Sahenk,72,Diversified  ==> diversified,Turkey,Female
1827,1.3 BUSD,Karin Schick,62,Technology  ==> information technology,None,Female
1828,1.3 BUSD,Leonard Schleifer,65,Healthcare  ==> pharmaceuticals,United States,Not Available
1829,1.3 BUSD,Dieter Schnabel,72,Manufacturing  ==> chemicals,None,Male
1830,1.3 BUSD,Bhadresh Shah,66,Manufacturing  ==> engineering,None,Not Available
1831,1.3 BUSD,Shao Qinxiang,63,Manufacturing  ==> diversified,None,Male
1832,1.3 BUSD,Eric Ya Shen,47,Technology  ==> online apparel retail,None,Not Available
1833,1.3 BUSD,Nobutoshi Shimamura,92,Fashion & Retail  ==> retail,None,Not Available
1834,1.3 BUSD,Shum Chiu Hung,48,Real Estate  ==> real estate,None,Not Available
1835,1.3 BUSD,Helmut Sohmen,78,Logistics  ==> shipping,None,Male
1836,1.3 BUSD,Sun Qinghuan,45,Technology  ==> lighting,China,Male
1837,1.3 BUSD,Sun Yinhuan,68,Real Estate  ==> real estate,China,Not Available
1838,1.3 BUSD,Djoko Susanto,68,Fashion & Retail  ==> supermarkets,None,Male
1839,1.3 BUSD,Erol Tabanca,61,Construction & Engineering  ==> Construction,None,Male
1840,1.3 BUSD,Alexander Tedja,72,Real Estate  ==> real estate,None,Not Available
1841,1.3 BUSD,Wilma Tisch,90,Finance and Investments  ==> diversified,United States,Female
1842,1.3 BUSD,Ayhan Tosyali,54,Metals & Mining  ==> steel,None,Male
1843,1.3 BUSD,Fatih Tosyali,52,Metals & Mining  ==> steel,None,Male
1844,1.3 BUSD,Tran Dinh Long,57,"Manufacturing  ==> steel, heavy industry",None,Male
1845,1.3 BUSD,Tsai Ming-Kai,68,Technology  ==> semiconductors,None,Male
1846,1.3 BUSD,Pavel Tykac,54,Metals & Mining  ==> coal mines,None,Not Available
1847,1.3 BUSD,Jayshree Ullal,57,Technology  ==> technology,United States,Female
1848,1.3 BUSD,Wan Long,77,Food and Beverage  ==> food,None,Not Available
1849,1.3 BUSD,Wang Muqing,67,Automotive  ==> auto distribution,None,Male
1850,1.3 BUSD,Wang Yong,68,Food and Beverage  ==> food sweeteners,China,Not Available
1851,1.3 BUSD,Hope Welker,31,Metals & Mining  ==> trust fund,None,Female
1852,1.3 BUSD,Wen Yibo,52,Service  ==> wastewater treatment,China,Not Available
1853,1.3 BUSD,Stephen T. Winn,71,Real Estate  ==> real estate services,United States,Male
1854,1.3 BUSD,Gordon Wu,83,Real Estate  ==> real estate,None,Not Available
1855,1.3 BUSD,Wu Lanlan,44,Manufacturing  ==> packaging,None,Female
1856,1.3 BUSD,Xu Ziquan,59,Technology  ==> software,None,Not Available
1857,1.3 BUSD,Yang Meirong,62,Service  ==> education,China,Not Available
1858,1.3 BUSD,Yang Tingdong,58,Food and Beverage  ==> brewery,None,Male
1859,1.3 BUSD,You Xiaoping,60,"Manufacturing  ==> chemicals, spandex",None,Not Available
1860,1.3 BUSD,Yu Peidi,58,Real Estate  ==> real estate,None,Male
1861,1.3 BUSD,Yu Qibing,52,Manufacturing  ==> glass,None,Not Available
1862,1.3 BUSD,Yu Yunxin,56,Fashion & Retail  ==> costume jewelry,None,Not Available
1863,1.3 BUSD,Zan Shengda,55,Diversified  ==> diversified,None,Male
1864,1.3 BUSD,Zhang Guiping,66,Real Estate  ==> real estate,None,Not Available
1865,1.3 BUSD,Zhao Weiguo,51,Technology  ==> IT products,None,Male
1866,1.3 BUSD,Zheng Jianjiang,57,Manufacturing  ==> electrical equipment,None,Male
1867,1.2 BUSD,Hamad Bin Jassim Bin Jaber Al Thani,58,Finance and Investments  ==> investments,None,Male
1868,1.2 BUSD,Fawzi Al-Kharafi,62,Diversified  ==> diversified,None,Male
1869,1.2 BUSD,Mohannad Al-Kharafi,62,Diversified  ==> diversified,None,Male
1870,1.2 BUSD,Isak Andic,64,Fashion & Retail  ==> fashion retail,None,Not Available
1871,1.2 BUSD,Marc Andreessen,46,Finance and Investments  ==> venture capital investing,United States,Male
1872,1.2 BUSD,Jose Maria Aristrain,55,Metals & Mining  ==> Steel,Spain,Male
1873,1.2 BUSD,Thomas Bailey,81,Finance and Investments  ==> money management,United States,Male
1874,1.2 BUSD,Harindarpal Banga,67,Finance and Investments  ==> commodities,None,Not Available
1875,1.2 BUSD,Elena Baturina,55,"Construction & Engineering  ==> investments, real estate",Russia,Female
1876,1.2 BUSD,Eduardo Belmont Anderson,72,Fashion & Retail  ==> cosmetics,None,Male
1877,1.2 BUSD,Tomasz Biernacki,45,Fashion & Retail  ==> supermarkets,None,Male
1878,1.2 BUSD,Zadik Bino,74,"Diversified  ==> banking, oil",None,Male
1879,1.2 BUSD,Brett Blundy,58,"Fashion & Retail  ==> retail, agribusiness",None,Male
1880,1.2 BUSD,Henadiy Boholyubov,56,"Diversified  ==> banking, investments",None,Not Available
1881,1.2 BUSD,Charles Brandes,75,Finance and Investments  ==> money management,None,Not Available
1882,1.2 BUSD,Amit Burman,48,Food and Beverage  ==> consumer goods,None,Male
1883,1.2 BUSD,Cai Dongqing,49,Media & Entertainment  ==> animation,China,Male
1884,1.2 BUSD,Chen Bo,47,Energy  ==> wind power generation,China,Not Available
1885,1.2 BUSD,Cheng Wei,34,Service  ==> ride-hailing service,None,Male
1886,1.2 BUSD,Phongthep Chiaravanont,66,Diversified  ==> diversified,Thailand,Male
1887,1.2 BUSD,Kochouseph Chittilappilly,67,Manufacturing  ==> manufacturing,None,Male
