,position,name,country,worth,image
1294,1243,Henry Laufer,United States,2000.0,https:http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=139&cropY2=883
1295,1244,Lee Boo-Jin,South Korea,2000.0,https://specials-images.forbesimg.com/imageserve/5b15aa2ba7ea436b547f5eb6/416x416.jpg?background=000000&cropX1=184&cropX2=1758&cropY1=7&cropY2=1582
1296,1245,Lee Jay-Hyun,South Korea,2000.0,https://specials-images.forbesimg.com/imageserve/5b15aaed4bbe6f74868b9095/416x416.jpg?background=000000&cropX1=14&cropX2=1304&cropY1=94&cropY2=1384
1297,1246,Wolfgang Leitner,Austria,2000.0,https://specials-images.forbesimg.com/imageserve/5a7b76eda7ea43169012ee06/416x416.jpg?background=000000&cropX1=593&cropX2=3244&cropY1=11&cropY2=2660
1298,1247,Li Ge,China,2000.0,https://specials-images.forbesimg.com/imageserve/5a87528931358e4955ada79d/416x416.jpg?background=000000&cropX1=364&cropX2=2000&cropY1=583&cropY2=2220
1299,1248,Harald Link,Thailand,2000.0,https://specials-images.forbesimg.com/imageserve/57434b7d4bbe6f636185778a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854
1300,1249,Liu Ming Hui,China,2000.0,https://specials-images.forbesimg.com/imageserve/5a7cda0fa7ea431690130b75/416x416.jpg?background=000000&cropX1=1126&cropX2=3692&cropY1=63&cropY2=2627
1301,1250,Jeffrey Lurie,United States,2000.0,https://specials-images.forbesimg.com/imageserve/5a8dfde131358e4955ae0037/416x416.jpg?background=000000&cropX1=665&cropX2=2589&cropY1=84&cropY2=2007
1302,1251,Ma Xingtian,China,2000.0,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
1303,1252,Sarah MacMillan,United States,2000.0,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
1304,1253,Howard Marks,United States,2000.0,https://specials-images.forbesimg.com/imageserve/59de733931358e542c039e6f/416x416.jpg?background=000000&cropX1=817&cropX2=2143&cropY1=263&cropY2=1588
1305,1254,Miao Shouliang,China,2000.0,https://specials-images.forbesimg.com/imageserve/589d2e55a7ea431f32192a5e/416x416.jpg?background=000000&cropX1=29&cropX2=723&cropY1=103&cropY2=798
1306,1255,Lachhman Das Mittal,India,2000.0,https://specials-images.forbesimg.com/imageserve/59cc1536a7ea434a34f46d14/416x416.jpg?background=000000&cropX1=15&cropX2=2304&cropY1=5&cropY2=2296
1307,1256,Mario Moretti Polegato,Italy,2000.0,https://specials-images.forbesimg.com/imageserve/5a7f982131358e4955ad1e63/416x416.jpg?background=000000&cropX1=12&cropX2=2905&cropY1=0&cropY2=2895
1308,1257,Vadim Moshkovich,Russia,2000.0,https://specials-images.forbesimg.com/imageserve/5a80c31da7ea431690133cac/416x416.jpg?background=000000&cropX1=668&cropX2=2596&cropY1=7&cropY2=1935
1309,1258,Mofatraj Munot,India,2000.0,https:http://specials-images.forbesimg.com/imageserve/7c6c5d8021800a5b72c6170da704db3c/416x416.jpg?background=000000&cropX1=56&cropX2=567&cropY1=31&cropY2=542
1310,1259,Jonathan Nelson,United States,2000.0,https://specials-images.forbesimg.com/imageserve/57e196d24bbe6f6781c5301d/416x416.jpg?background=000000&cropX1=21&cropX2=667&cropY1=250&cropY2=896
1311,1260,Florentino Perez,Spain,2000.0,https://specials-images.forbesimg.com/imageserve/5a810d9b4bbe6f2652f544ac/416x416.jpg?background=000000&cropX1=60&cropX2=2760&cropY1=282&cropY2=2984
1312,1261,Chuchat & Daonapa Petaumpai,Thailand,2000.0,https://specials-images.forbesimg.com/imageserve/592d7a004bbe6f1b730adefd/416x416.jpg?background=000000&cropX1=64&cropX2=354&cropY1=50&cropY2=340
1313,1262,Peter Peterson,United States,2000.0,https://specials-images.forbesimg.com/imageserve/301309845d8d9ff310b38d473fd6da2b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=92&cropY2=836
1314,1263,Arvind Poddar,India,2000.0,https://specials-images.forbesimg.com/imageserve/59cc1d9b31358e542c02fcb0/416x416.jpg?background=000000&cropX1=43&cropX2=2087&cropY1=141&cropY2=2185
1315,1264,Murdaya Poo,Indonesia,2000.0,https://specials-images.forbesimg.com/imageserve/58adc4234bbe6f0e55874af8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812
1316,1265,Ren Zhengfei,China,2000.0,https:http://specials-images.forbesimg.com/imageserve/56c6960fe4b062f6b59a146c/416x416.jpg?background=000000&cropX1=279&cropX2=635&cropY1=314&cropY2=670
1317,1266,Antony Ressler,United States,2000.0,https://specials-images.forbesimg.com/imageserve/5a8ed46831358e4955ae0767/416x416.jpg?background=000000&cropX1=1020&cropX2=1941&cropY1=240&cropY2=1161
1318,1267,Francisco Jose Riberas Mera,Spain,2000.0,https://specials-images.forbesimg.com/imageserve/5a810f404bbe6f2652f544b8/416x416.jpg?background=000000&cropX1=48&cropX2=1351&cropY1=340&cropY2=1642
1319,1268,Rodney Sacks,United States,2000.0,https://specials-images.forbesimg.com/imageserve/5a8ee8a44bbe6f2652f63740/416x416.jpg?background=000000&cropX1=505&cropX2=2548&cropY1=0&cropY2=2044
1320,1269,Hilton Schlosberg,United Kingdom,2000.0,https://specials-images.forbesimg.com/imageserve/56cc6b78e4b062f6b59a5137/416x416.jpg?background=000000&cropX1=134&cropX2=654&cropY1=44&cropY2=564
1321,1270,Brian Sheth,United States,2000.0,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1322,1271,Lucy Stitzer,United States,2000.0,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1323,1272,Su Suyu,China,2000.0,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1324,1273,Satoshi Suzuki,Japan,2000.0,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628
1325,1274,Katherine Tanner,United States,2000.0,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628
1326,1275,Arvind Tiku,India,2000.0,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1327,1276,Wang Liping,China,2000.0,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1328,1277,Wang Xicheng,China,2000.0,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1329,1278,Wei Shaojun,China,2000.0,https://specials-images.forbesimg.com/imageserve/6831d2c5e08db906f140f99ef0391369/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784
1330,1279,Amy Wyss,United States,2000.0,https://specials-images.forbesimg.com/imageserve/55fb1546e4b0ffa7afe4b467/416x416.jpg?background=000000&cropX1=93&cropX2=632&cropY1=53&cropY2=593
1331,1280,Jon Yarbrough,United States,2000.0,https://specials-images.forbesimg.com/imageserve/dd7552476d261280b2c8fcc28c43eb78/416x416.jpg?background=000000&cropX1=137&cropX2=577&cropY1=48&cropY2=488
1332,1281,Vladimir Yevtushenkov,Russia,2000.0,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropX1=6&cropX2=2701&cropY1=0&cropY2=2697
1333,1282,Charles Zegar,United States,2000.0,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropX1=6&cropX2=2701&cropY1=0&cropY2=2697
1334,1283,Zhu Baoguo,China,2000.0,https://specials-images.forbesimg.com/imageserve/589f386aa7ea431f3219482d/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758
1335,1284,Saif Al Ghurair,United Arab Emirates,1900.0,https://specials-images.forbesimg.com/imageserve/5b907c1f479b257341b58dc6bcfca523/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
1336,1285,Syed Mokhtar AlBukhary,Malaysia,1900.0,https://specials-images.forbesimg.com/imageserve/34ecc96674c89b47c3c26a4fd3c61898/416x416.jpg?background=000000&cropX1=171&cropX2=569&cropY1=77&cropY2=475
1337,1286,Miriam Baumann-Blocher,Switzerland,1900.0,https://specials-images.forbesimg.com/imageserve/56cc2e6fe4b062f6b59a4fc4/416x416.jpg?background=000000&cropX1=176&cropX2=736&cropY1=122&cropY2=683
1338,1287,Albert Berner,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/f5c29e3cca4603520881dc6d5c9e2c6b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=19&cropY2=762
1339,1288,Thomas Bruch,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1340,1289,Chang Yun Chung,Singapore,1900.0,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1341,1290,Kiat Chiaravanont,Thailand,1900.0,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1342,1291,Jean-Paul and Martine Clozel,Switzerland,1900.0,https://specials-images.forbesimg.com/imageserve/5a812736a7ea4316901340c1/416x416.jpg?background=000000&cropX1=1951&cropX2=4163&cropY1=658&cropY2=2868
1343,1292,Benjamin de Rothschild,Switzerland,1900.0,https://specials-images.forbesimg.com/imageserve/5a8123ab4bbe6f2652f54614/416x416.jpg?background=000000&cropX1=484&cropX2=2473&cropY1=4&cropY2=1991
1344,1293,James Dinan,United States,1900.0,https://specials-images.forbesimg.com/imageserve/5a8eddbd4bbe6f2652f635d5/416x416.jpg?background=000000&cropX1=570&cropX2=2499&cropY1=167&cropY2=2096
1345,1294,Charles Edelstenne,France,1900.0,https://specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropX1=139&cropX2=2043&cropY1=154&cropY2=2059
1346,1295,Bernd Freier,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropX1=763&cropX2=2623&cropY1=133&cropY2=1992
1347,1296,Bill Gross,United States,1900.0,https://specials-images.forbesimg.com/imageserve/59dd8a2831358e542c0394b0/416x416.jpg?background=000000&cropX1=914&cropX2=3337&cropY1=246&cropY2=2667
1348,1297,Jeffrey Gundlach,United States,1900.0,https://specials-images.forbesimg.com/imageserve/5a8ede4c31358e4955ae08c9/416x416.jpg?background=000000&cropX1=595&cropX2=2930&cropY1=0&cropY2=2333
1349,1298,Suat Gunsel,Cyprus,1900.0,https://specials-images.forbesimg.com/imageserve/32ae3665d79edb059b0d655c2f4ac964/416x416.jpg?background=000000&cropX1=118&cropX2=664&cropY1=127&cropY2=673
1350,1299,Shmuel Harlap,Israel,1900.0,https://specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropX1=27&cropX2=4254&cropY1=528&cropY2=4757
1351,1300,Roberto Hernandez Ramirez,Mexico,1900.0,https://specials-images.forbesimg.com/imageserve/589fd4d24bbe6f0e55869079/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758
1352,1301,Johannes Kaercher,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/5a7e1a34a7ea43169013229e/416x416.jpg?background=000000&cropX1=172&cropX2=1445&cropY1=236&cropY2=1508
1353,1302,Friedrich Knapp,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/56c9ef04e4b062f6b59a2dc3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=124&cropY2=868
1354,1303,Lee Myung-Hee,South Korea,1900.0,https://specials-images.forbesimg.com/imageserve/87442ff77ee5bf1f18d8677002f9a2d4/416x416.jpg?background=000000&cropX1=24&cropX2=741&cropY1=10&cropY2=727
1355,1304,Lee Seo-Hyun,South Korea,1900.0,https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropX1=305&cropX2=1698&cropY1=225&cropY2=1619
1356,1305,Liang Jiankun,China,1900.0,https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropX1=305&cropX2=1698&cropY1=225&cropY2=1619
1357,1306,Liao Long-shing,Taiwan,1900.0,https://specials-images.forbesimg.com/imageserve/f4cb868a137553c6a43b596e943a94c4/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1358,1307,Lin Shu-Hong,Taiwan,1900.0,https://specials-images.forbesimg.com/imageserve/88d16c4c04348bd19f4607c4607e09f4/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=23&cropY2=766
1359,1308,Yasseen Mansour,Egypt,1900.0,https://specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833
1360,1309,David Nahmad,Monaco,1900.0,https://specials-images.forbesimg.com/imageserve/5a7fd08031358e4955ad2231/416x416.jpg?background=000000&cropX1=207&cropX2=1097&cropY1=68&cropY2=958
1361,1310,Alexander Nesis,Russia,1900.0,https://specials-images.forbesimg.com/imageserve/5a808a4f31358e4955ad292e/416x416.jpg?background=000000&cropX1=615&cropX2=2844&cropY1=0&cropY2=2230
1362,1311,Nandan Nilekani,India,1900.0,https://specials-images.forbesimg.com/imageserve/5a7f3c7c4bbe6f2652f52fab/416x416.jpg?background=000000&cropX1=741&cropX2=3175&cropY1=16&cropY2=2451
1363,1312,Ranjan Pai,India,1900.0,https://specials-images.forbesimg.com/imageserve/57d88f80a7ea430a8a19de0f/416x416.jpg?background=000000&cropX1=23&cropX2=724&cropY1=106&cropY2=807
1364,1313,Park Hyeon-Joo,South Korea,1900.0,https://specials-images.forbesimg.com/imageserve/5b15aa8ca7ea436b547f5ec9/416x416.jpg?background=000000&cropX1=144&cropX2=1750&cropY1=6&cropY2=1611
1365,1314,Jennifer Pritzker,United States,1900.0,https:http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863
1366,1315,Qiu Jianping,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a7ce9e3a7ea431690130cc5/416x416.jpg?background=000000&cropX1=730&cropX2=3332&cropY1=231&cropY2=2832
1367,1316,Megdet Rahimkulov,Russia,1900.0,https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740
1368,1317,Vito Rodriguez Rodriguez,Peru,1900.0,https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740
1369,1318,Stephen Rubin,United Kingdom,1900.0,https://specials-images.forbesimg.com/imageserve/56cc6ddbe4b062f6b59a516a/416x416.jpg?background=000000&cropX1=108&cropX2=739&cropY1=6&cropY2=638
1370,1319,Remo Ruffini,Italy,1900.0,https://specials-images.forbesimg.com/imageserve/5a7f9e944bbe6f2652f533e8/416x416.jpg?background=000000&cropX1=11&cropX2=2424&cropY1=0&cropY2=2414
1371,1320,Erik Selin,Sweden,1900.0,https://specials-images.forbesimg.com/imageserve/5a7f9e944bbe6f2652f533e8/416x416.jpg?background=000000&cropX1=11&cropX2=2424&cropY1=0&cropY2=2414
1372,1321,Peter Sondakh,Indonesia,1900.0,https://specials-images.forbesimg.com/imageserve/5a7f6faba7ea431690132ced/416x416.jpg?background=000000&cropX1=1023&cropX2=2848&cropY1=410&cropY2=2235
1373,1322,Alan N. Trefler,United States,1900.0,https://specials-images.forbesimg.com/imageserve/58d1900ba7ea431f321b87eb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847
1374,1323,Tseng Shin-yi,Taiwan,1900.0,https://specials-images.forbesimg.com/imageserve/56cc38e9e4b062f6b59a4ffa/416x416.jpg?background=000000&cropX1=3&cropX2=621&cropY1=5&cropY2=624
1375,1324,Masateru Uno,Japan,1900.0,https://specials-images.forbesimg.com/imageserve/56cc38e9e4b062f6b59a4ffa/416x416.jpg?background=000000&cropX1=3&cropX2=621&cropY1=5&cropY2=624
1376,1325,Wang Qingtao,China,1900.0,https://specials-images.forbesimg.com/imageserve/589de4a6a7ea431f3219329f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870
1377,1326,Evan Williams,United States,1900.0,https://specials-images.forbesimg.com/imageserve/55fb14dde4b0ffa7afe4b464/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
1378,1327,Gustav Magnar Witzoe,Norway,1900.0,https://specials-images.forbesimg.com/imageserve/55fb14dde4b0ffa7afe4b464/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
1379,1328,Horst Wortmann,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841
1380,1329,Xiao Yongming,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841
1381,1330,Xie Zhikun,China,1900.0,https://specials-images.forbesimg.com/imageserve/58135cee31358e2383163cfc/416x416.jpg?background=000000&cropX1=126&cropX2=677&cropY1=89&cropY2=640
1382,1331,Xue Xiangdong,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a7d1709a7ea431690130e31/416x416.jpg?background=000000&cropX1=645&cropX2=2738&cropY1=475&cropY2=2570
1383,1332,Yuan Yafei,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1384,1333,Robin Zeng,Hong Kong,1900.0,https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1385,1334,Zhang Daocai,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1386,1335,Zhang Xuansong,China,1900.0,https://specials-images.forbesimg.com/imageserve/5a875e204bbe6f2652f5cc36/416x416.jpg?background=000000&cropX1=115&cropX2=1725&cropY1=348&cropY2=1960
1387,1336,Zheng Yuewen,China,1900.0,https://specials-images.forbesimg.com/imageserve/56c68422e4b062f6b59a143c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=31&cropY2=774
1388,1337,Zhou Xiaoguang,China,1900.0,https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826
1389,1338,Susanne Zimmermann von Siefart ,Germany,1900.0,https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826
1390,1339,Aras Agalarov,Russia,1800.0,https://specials-images.forbesimg.com/imageserve/5a809e0231358e4955ad2a87/416x416.jpg?background=000000&cropX1=1345&cropX2=4046&cropY1=12&cropY2=2714
1391,1340,Maurice Alter,Australia,1800.0,https://specials-images.forbesimg.com/imageserve/3a1cab8f76bd528ed69fa27d5456deba/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=8&cropY2=749
1392,1341,An Kang,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a7bbd8831358e4955ace31a/416x416.jpg?background=000000&cropX1=377&cropX2=2396&cropY1=55&cropY2=2073
1393,1342,Alex Beard,United Kingdom,1800.0,https://specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710
1394,1343,Nicolas Berggruen,United States,1800.0,https://specials-images.forbesimg.com/imageserve/57e344d04bbe6f24d1f87b3a/416x416.jpg?background=000000&cropX1=2&cropX2=720&cropY1=177&cropY2=896
1395,1344,Vladimir Bogdanov,Russia,1800.0,https://specials-images.forbesimg.com/imageserve/5a80c8dfa7ea431690133d0c/416x416.jpg?background=000000&cropX1=165&cropX2=1677&cropY1=423&cropY2=1936
1396,1345,Julio Bozano,Brazil,1800.0,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1397,1346,Anna Maria Braun,Germany,1800.0,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1398,1347,Johanna Braun,Germany,1800.0,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1399,1348,Karl Friedrich Braun,Germany,1800.0,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1400,1349,Anand Burman,India,1800.0,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1401,1350,Edouard Carmignac,France,1800.0,https://specials-images.forbesimg.com/imageserve/5a7decc2a7ea431690131b46/416x416.jpg?background=000000&cropX1=380&cropX2=1180&cropY1=95&cropY2=896
1402,1351,Chen Jianhua,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a7c84c34bbe6f2652f500c1/416x416.jpg?background=000000&cropX1=456&cropX2=3051&cropY1=6&cropY2=2598
1403,1352,Cheung Yan,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a7d1825a7ea431690130e64/416x416.jpg?background=000000&cropX1=629&cropX2=3286&cropY1=11&cropY2=2667
1404,1353,Chung Mong-Joon,South Korea,1800.0,https://specials-images.forbesimg.com/imageserve/5b15b1b9a7ea436b547f6153/416x416.jpg?background=000000&cropX1=855&cropX2=4341&cropY1=0&cropY2=3489
1405,1354,Jack Cowin,Australia,1800.0,https://specials-images.forbesimg.com/imageserve/5a7a569931358e4955acc895/416x416.jpg?background=000000&cropX1=346&cropX2=2756&cropY1=5&cropY2=2414
1406,1355,Cui Genliang,China,1800.0,https://specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787
1407,1356,Kommer Damen,Netherlands,1800.0,https://specials-images.forbesimg.com/imageserve/58a241e3a7ea431f321972d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=356&cropY2=1100
1408,1357,Diego Della Valle,Italy,1800.0,https://specials-images.forbesimg.com/imageserve/5a7f85704bbe6f2652f5331d/416x416.jpg?background=000000&cropX1=387&cropX2=2671&cropY1=107&cropY2=2393
1409,1358,Dou Zhenggang,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a7f85704bbe6f2652f5331d/416x416.jpg?background=000000&cropX1=387&cropX2=2671&cropY1=107&cropY2=2393
1410,1359,N. Murray Edwards,Canada,1800.0,https://specials-images.forbesimg.com/imageserve/e0a35f9fc0e0278c2ab00cd64a7f0f75/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=309&cropY2=1052
1411,1360,Gabriel Escarrer,Spain,1800.0,https://specials-images.forbesimg.com/imageserve/df40e1019bd1c4fc6579a741386a6cad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847
1412,1361,Clement Fayat,France,1800.0,https://specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253
1413,1362,James France,United States,1800.0,https:http://specials-images.forbesimg.com/imageserve/57e1991931358e16c589c119/416x416.jpg?background=000000&cropX1=43&cropX2=684&cropY1=26&cropY2=667
1414,1363,Senapathy Gopalakrishnan,India,1800.0,https:http://specials-images.forbesimg.com/imageserve/57d890984bbe6f6781c4f0e2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=187&cropY2=931
1415,1364,David Harding,United Kingdom,1800.0,https://specials-images.forbesimg.com/imageserve/10117f3c94f373c3e8e50d6c913134b0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789
1416,1365,Stewart Horejsi,United States,1800.0,https://specials-images.forbesimg.com/imageserve/10117f3c94f373c3e8e50d6c913134b0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789
1417,1366,Huang Qisen,China,1800.0,https://specials-images.forbesimg.com/imageserve/1a05b8986b646b2656b8072ac5fd5f8b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=35&cropY2=778
1418,1367,Hamilton James,United States,1800.0,https://specials-images.forbesimg.com/imageserve/55fb11b8e4b0ffa7afe4b44a/416x416.jpg?background=000000&cropX1=130&cropX2=681&cropY1=32&cropY2=583
1419,1368,John Kapoor,United States,1800.0,https://specials-images.forbesimg.com/imageserve/59dd31e4a7ea436b47b3ac5b/416x416.jpg?background=000000&cropX1=560&cropX2=1413&cropY1=249&cropY2=1101
1420,1369,William Lauder,United States,1800.0,https://specials-images.forbesimg.com/imageserve/5a8eed28a7ea431690141aab/416x416.jpg?background=000000&cropX1=1469&cropX2=2378&cropY1=77&cropY2=987
1421,1370,Li Zongsong,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a8eed28a7ea431690141aab/416x416.jpg?background=000000&cropX1=1469&cropX2=2378&cropY1=77&cropY2=987
1422,1371,Willy Michel,Switzerland,1800.0,https://specials-images.forbesimg.com/imageserve/58a294d64bbe6f0e5586bc76/416x416.jpg?background=000000&cropX1=68&cropX2=719&cropY1=5&cropY2=656
1423,1372,Masahiro Noda,Japan,1800.0,https://specials-images.forbesimg.com/imageserve/551ad5f8e4b0ffa93fd2677a/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=11&cropY2=751
1424,1373,Gregorio Perez Companc,Argentina,1800.0,https://specials-images.forbesimg.com/imageserve/68eb763310eb2f3c9e1b3bfa79b160af/416x416.jpg?background=000000&cropX1=1&cropX2=372&cropY1=3&cropY2=374
1425,1374,Linda Pritzker,United States,1800.0,https://specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
1426,1375,Qin Hui,China,1800.0,https://specials-images.forbesimg.com/imageserve/5a8dfa0f31358e4955adffe1/416x416.jpg?background=000000&cropX1=0&cropX2=2120&cropY1=318&cropY2=2438
