,position,name,country,worth,image
316,265,Francis Choi,Hong Kong,6400.0,https://specials-images.forbesimg.com/imageserve/ebc8dc5b0a75e3da4a36e5725ea61748/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=61&cropY2=557
317,266,Erivan Haub,Germany,6400.0,https://specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843
318,267,Jason Jiang,China,6400.0,https://specials-images.forbesimg.com/imageserve/58093d3aa7ea435b91b047e0/416x416.jpg?background=000000&cropX1=61&cropX2=683&cropY1=45&cropY2=667
319,268,Suleiman Kerimov,Russia,6400.0,https://specials-images.forbesimg.com/imageserve/5a80c2c74bbe6f2652f540c0/416x416.jpg?background=000000&cropX1=193&cropX2=1856&cropY1=32&cropY2=1696
320,269,Ian & Richard Livingstone,United Kingdom,6400.0,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400
321,270,Pang Kang,China,6400.0,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400
322,271,David Shaw,United States,6400.0,https://specials-images.forbesimg.com/imageserve/239960e569e988f52709225581a9680b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815
323,272,Kushal Pal Singh,India,6400.0,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968
324,273,John A. Sobrato,United States,6400.0,https:http://specials-images.forbesimg.com/imageserve/47d41e6a7ea49d31cbada544a1ce4e5b/416x416.jpg?background=000000&cropX1=72&cropX2=623&cropY1=156&cropY2=707
325,274,Acharya Balkrishna,India,6300.0,https://specials-images.forbesimg.com/imageserve/5a7f023c4bbe6f2652f52cbd/416x416.jpg?background=000000&cropX1=90&cropX2=3361&cropY1=0&cropY2=3269
326,275,Guenther Fielmann,Germany,6300.0,https://specials-images.forbesimg.com/imageserve/5a7e150a31358e4955ad1011/416x416.jpg?background=000000&cropX1=1354&cropX2=4068&cropY1=6&cropY2=2721
327,276,Daniel Gilbert,United States,6300.0,https:http://specials-images.forbesimg.com/imageserve/06641e28ba282906e7bed9e77d91e147/416x416.jpg?background=000000&cropX1=60&cropX2=704&cropY1=63&cropY2=708
328,277,Antonia Johnson,Sweden,6300.0,https://specials-images.forbesimg.com/imageserve/5a811abd4bbe6f2652f545ab/416x416.jpg?background=000000&cropX1=42&cropX2=1017&cropY1=87&cropY2=1063
329,278,Vikram Lal,India,6300.0,https:http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780
330,279,Akira Mori,Japan,6300.0,https://specials-images.forbesimg.com/imageserve/5ac24f4aa7ea432fbc1dc831/416x416.jpg?background=000000&cropX1=731&cropX2=3394&cropY1=6&cropY2=2667
331,280,Maria-Elisabeth Schaeffler-Thumann,Germany,6300.0,https://specials-images.forbesimg.com/imageserve/5a7e2d4a31358e4955ad1176/416x416.jpg?background=000000&cropX1=248&cropX2=1793&cropY1=112&cropY2=1658
332,281,Albert Frere,Belgium,6200.0,https://specials-images.forbesimg.com/imageserve/5a7b77a74bbe6f2652f4ee6d/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=64&cropY2=2057
333,282,Richard Kinder,United States,6200.0,https://specials-images.forbesimg.com/imageserve/59d590eea7ea436b47b3749e/416x416.jpg?background=000000&cropX1=266&cropX2=966&cropY1=8&cropY2=708
334,283,Robert Kraft,United States,6200.0,https://specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840
335,284,Ralph Lauren,United States,6200.0,https://specials-images.forbesimg.com/imageserve/59d5998e31358e542c035755/416x416.jpg?background=000000&cropX1=735&cropX2=2223&cropY1=407&cropY2=1897
336,285,Bruno Schroder,United Kingdom,6200.0,https://specials-images.forbesimg.com/imageserve/5a70f09e4bbe6f2652f40d95/416x416.jpg?background=000000&cropX1=65&cropX2=241&cropY1=0&cropY2=176
337,286,Nusli Wadia,India,6200.0,https://specials-images.forbesimg.com/imageserve/5a7f401931358e4955ad1aa8/416x416.jpg?background=000000&cropX1=4&cropX2=1854&cropY1=296&cropY2=2147
338,287,Pierre Bellon,France,6100.0,https://specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017
339,288,Les Wexner,United States,6100.0,https://specials-images.forbesimg.com/imageserve/59d590304bbe6f37dda0045f/416x416.jpg?background=000000&cropX1=524&cropX2=2358&cropY1=509&cropY2=2343
340,289,Benu Gopal Bangur,India,6000.0,https://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=24&cropX2=721&cropY1=0&cropY2=698
341,290,David Cheriton,Canada,6000.0,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280
342,291,Ma Jianrong,China,6000.0,https://specials-images.forbesimg.com/imageserve/561faff9e4b0ffa7afe5e200/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=5&cropY2=743
343,292,Whitney MacMillan,United States,6000.0,https:http://specials-images.forbesimg.com/imageserve/16a0f086c025bdce59c284f3d75123e0/416x416.jpg?background=000000&cropX1=156&cropX2=588&cropY1=93&cropY2=525
344,293,Dan Olsson,Sweden,6000.0,https://specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725
345,294,Vivek Chaand Sehgal,Australia,6000.0,https:http://specials-images.forbesimg.com/imageserve/57d8881f4bbe6f6781c4f08c/416x416.jpg?background=000000&cropX1=188&cropX2=470&cropY1=216&cropY2=498
346,295,Teh Hong Piow,Malaysia,6000.0,https://specials-images.forbesimg.com/imageserve/5a95531c4bbe6f0fa826ad63/416x416.jpg?background=000000&cropX1=0&cropX2=1775&cropY1=132&cropY2=1908
347,296,Abdulla bin Ahmad Al Ghurair,United Arab Emirates,5900.0,https://specials-images.forbesimg.com/imageserve/5a988f2e4bbe6f0fa8271657/416x416.jpg?background=000000&cropX1=648&cropX2=1589&cropY1=256&cropY2=1197
348,297,Maria Asuncion Aramburuzabala,Mexico,5900.0,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608
349,298,Ralph Dommermuth,Germany,5900.0,https://specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362
350,299,Frank Lowy,Australia,5900.0,https://specials-images.forbesimg.com/imageserve/5a7a522a31358e4955acc824/416x416.jpg?background=000000&cropX1=485&cropX2=4136&cropY1=0&cropY2=3648
351,300,Wolfgang Marguerre,Germany,5900.0,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
352,301,Marijke Mars,United States,5900.0,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
353,302,Pamela Mars,United States,5900.0,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838
354,303,Valerie Mars,United States,5900.0,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838
355,304,Victoria Mars,United States,5900.0,https://specials-images.forbesimg.com/imageserve/59d593da4bbe6f37dda0048f/416x416.jpg?background=000000&cropX1=154&cropX2=586&cropY1=99&cropY2=531
356,305,David & Frederick Barclay,United Kingdom,5800.0,https://specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460
357,306,"John Gokongwei, Jr.",Philippines,5800.0,https://specials-images.forbesimg.com/imageserve/d70e19d44da6ed97af796d410314cc69/416x416.jpg?background=000000&cropX1=206&cropX2=646&cropY1=44&cropY2=484
358,307,Kwon Hyuk-Bin,South Korea,5800.0,https://specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
359,308,Nancy Walton Laurie,United States,5800.0,https://specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574
360,309,Lin Yu-Ling,Taiwan,5800.0,https://specials-images.forbesimg.com/imageserve/594bfd4a4bbe6f18d786e5aa/416x416.jpg?background=000000&cropX1=289&cropX2=1912&cropY1=4&cropY2=1625
361,310,Tom & Judy Love,United States,5800.0,https://specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512
362,311,Robert Rowling,United States,5800.0,https://specials-images.forbesimg.com/imageserve/59d6500131358e542c035c5d/416x416.jpg?background=000000&cropX1=64&cropX2=496&cropY1=48&cropY2=480
363,312,Dennis Washington,United States,5800.0,https://specials-images.forbesimg.com/imageserve/198d7ce586e3b44a8067f1e6bdd424f2/416x416.jpg?background=000000&cropX1=282&cropX2=491&cropY1=160&cropY2=369
364,313,Yao Liangsong,China,5800.0,https://specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501
365,314,Zhang Jindong,China,5800.0,https://specials-images.forbesimg.com/imageserve/5a7d20f7a7ea431690130ec7/416x416.jpg?background=000000&cropX1=2&cropX2=678&cropY1=45&cropY2=722
366,315,Juan Francisco Beckmann Vidal,Mexico,5700.0,https://specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163
367,316,David Sun,United States,5700.0,https:http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=60&cropX2=635&cropY1=116&cropY2=691
368,317,John Tu,United States,5700.0,https:http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603
369,318,Martin Viessmann,Germany,5700.0,https://specials-images.forbesimg.com/imageserve/5a7e2d9d4bbe6f2652f5276a/416x416.jpg?background=000000&cropX1=718&cropX2=3985&cropY1=0&cropY2=3266
370,319,Stef Wertheimer,Israel,5700.0,https://specials-images.forbesimg.com/imageserve/5a7f7e2a4bbe6f2652f532b1/416x416.jpg?background=000000&cropX1=150&cropX2=2485&cropY1=0&cropY2=2333
371,320,Hansjoerg Wyss,Switzerland,5700.0,https://specials-images.forbesimg.com/imageserve/5a81269031358e4955ad311c/416x416.jpg?background=000000&cropX1=127&cropX2=984&cropY1=71&cropY2=928
372,321,James Dyson,United Kingdom,5600.0,https://specials-images.forbesimg.com/imageserve/5a96d079a7ea434a0c2787fb/416x416.jpg?background=000000&cropX1=1051&cropX2=2694&cropY1=844&cropY2=2488
373,322,Laurence Graff,United Kingdom,5600.0,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001
374,323,Jen-Hsun Huang,United States,5600.0,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326
375,324,Charles Johnson,United States,5600.0,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863
376,325,Jerry Jones,United States,5600.0,https://specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084
377,326,Kei Hoi Pang,China,5600.0,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
378,327,Kwee family,Singapore,5600.0,https://specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338
379,328,Lee Shin Cheng,Malaysia,5600.0,https://specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
380,329,Richard LeFrak,United States,5600.0,https://specials-images.forbesimg.com/imageserve/5a8da99e4bbe6f2652f620cd/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=304&cropY2=2297
381,330,Shigenobu Nagamori,Japan,5600.0,https://specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557
382,331,Steven Rales,United States,5600.0,https://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763
383,332,Friede Springer,Germany,5600.0,https://specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439
384,333,Yeung Kin-man,Hong Kong,5600.0,https://specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741
385,334,Rinat Akhmetov,Ukraine,5500.0,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206
386,335,Shari Arison,Israel,5500.0,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
387,336,Dannine Avara,United States,5500.0,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
388,337,Rahel Blocher,Switzerland,5500.0,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608
389,338,Andrew Currie,United Kingdom,5500.0,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
390,339,Scott Duncan,United States,5500.0,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
391,340,Milane Frantz,United States,5500.0,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572
392,341,Diane Hendricks,United States,5500.0,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430
393,342,Magdalena Martullo-Blocher,Switzerland,5500.0,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513
394,343,Hiroshi Mikitani,Japan,5500.0,https://specials-images.forbesimg.com/imageserve/5ac2504c4bbe6f2310f13b42/416x416.jpg?background=000000&cropX1=1729&cropX2=4186&cropY1=1222&cropY2=3681
395,344,Gabe Newell,United States,5500.0,https://specials-images.forbesimg.com/imageserve/9efa03c25417e97cae2969a1a4c60335/416x416.jpg?background=000000&cropX1=6&cropX2=663&cropY1=189&cropY2=846
396,345,Pan Sutong,Hong Kong,5500.0,https://specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716
397,346,Anthony Pratt,Australia,5500.0,https://specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954
398,347,John Reece,United Kingdom,5500.0,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821
399,348,Randa Williams,United States,5500.0,https://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
400,349,Zhang Bangxin,China,5500.0,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954
401,350,Zhang Shiping,China,5500.0,https://specials-images.forbesimg.com/imageserve/561faedfe4b0ffa7afe5e1f7/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=343&cropY2=1054
402,351,Jean-Michel Besnier,France,5400.0,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906
403,352,Marie Besnier Beauvalot,France,5400.0,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906
404,353,Richard DeVos,United States,5400.0,https://specials-images.forbesimg.com/imageserve/57e05bec4bbe6f6781c5259e/416x416.jpg?background=000000&cropX1=217&cropX2=736&cropY1=15&cropY2=534
405,354,Michael Herz,Germany,5400.0,https://specials-images.forbesimg.com/imageserve/639efe5158324638ac90ee5b98fc76f0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=100&cropY2=843
406,355,Wolfgang Herz,Germany,5400.0,https://specials-images.forbesimg.com/imageserve/5a7e5fd54bbe6f2652f52a24/416x416.jpg?background=000000&cropX1=0&cropX2=2624&cropY1=256&cropY2=2881
407,356,Kjeld Kirk Kristiansen,Denmark,5400.0,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568
408,357,Sofie Kirk Kristiansen,Denmark,5400.0,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568
409,358,Thomas Kirk Kristiansen,Denmark,5400.0,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737
410,359,Lam Wai Ying,Hong Kong,5400.0,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737
411,360,Lin Xiucheng,China,5400.0,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688
412,361,Margarita Louis-Dreyfus,Switzerland,5400.0,https://specials-images.forbesimg.com/imageserve/5a8128b34bbe6f2652f54640/416x416.jpg?background=000000&cropX1=91&cropX2=1241&cropY1=197&cropY2=1346
413,362,George Roberts,United States,5400.0,https://specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropX1=726&cropX2=3183&cropY1=63&cropY2=2519
414,363,"Edward Roski, Jr.",United States,5400.0,https://specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897
415,364,Agnete Kirk Thinggaard,Denmark,5400.0,https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312
416,365,Mike Adenuga,Nigeria,5300.0,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424
417,366,Jim Davis,United States,5300.0,https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238
418,367,David Filo,United States,5300.0,https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropX1=1014&cropX2=4154&cropY1=126&cropY2=3264
419,368,Pansy Ho,Hong Kong,5300.0,https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707
420,369,Henry Kravis,United States,5300.0,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380
421,370,Emanuele (Lino) Saputo,Canada,5300.0,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691
422,371,Xu Chuanhua,China,5300.0,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691
423,372,Alexander Abramov,Russia,5200.0,https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226
424,373,Israel Englander,United States,5200.0,https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645
425,374,Frits Goldschmeding,Netherlands,5200.0,https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511
426,375,Marian Ilitch,United States,5200.0,https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833
427,376,Bruce Kovner,United States,5200.0,https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=26&cropY2=769
428,377,George Lucas,United States,5200.0,https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629
429,378,Kalanithi Maran,India,5200.0,https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropX1=774&cropX2=3152&cropY1=5&cropY2=2384
430,379,Elisabeth Mohn,Germany,5200.0,https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196
431,380,"Robert Rich, Jr.",United States,5200.0,https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722
432,381,Wang Chuanfu,China,5200.0,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225
433,382,Maria Fernanda Amorim,Portugal,5100.0,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225
434,383,Pyotr Aven,Russia,5100.0,https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018
435,384,Bernard Marcus,United States,5100.0,https:http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763
436,385,Pedro Moreira Salles,Brazil,5100.0,https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670
437,386,Frederick Smith,United States,5100.0,https://specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropX1=100&cropX2=717&cropY1=18&cropY2=635
438,387,Ronda Stryker,United States,5100.0,https://specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
439,388,Richard Branson,United Kingdom,5000.0,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820
440,389,Subhash Chandra,India,5000.0,https://specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624
441,390,Denise Coates,United Kingdom,5000.0,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026
442,391,Martha Ingram,United States,5000.0,https:http://specials-images.forbesimg.com/imageserve/0c186d731d1dfabdfc4d436fc9add327/416x416.jpg?background=000000&cropX1=169&cropX2=644&cropY1=27&cropY2=502
443,392,Law Kar Po,Hong Kong,5000.0,https://specials-images.forbesimg.com/imageserve/56896bd8e4b0ffa7afe8a5d8/416x416.jpg?background=000000&cropX1=173&cropX2=1576&cropY1=247&cropY2=1649
444,393,Joe Lewis,United Kingdom,5000.0,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
445,394,Gabriella Meister,Germany,5000.0,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
446,395,Fernando Roberto Moreira Salles,Brazil,5000.0,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
447,396,Joao Moreira Salles,Brazil,5000.0,https://specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropX1=1941&cropX2=5568&cropY1=48&cropY2=3673
448,397,Walther Moreira Salles Junior,Brazil,5000.0,https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304
449,398,Pankaj Patel,India,5000.0,https://specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropX1=754&cropX2=3948&cropY1=7&cropY2=3203
450,399,Karen Pritzker,United States,5000.0,https://specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
