id,lastName,age,Unnamed: 0_x,gender,country,image,Unnamed: 0_y,Source,worth,worthChange,realTimeWorth,realTimePosition,name,position,Unnamed: 0
4486,CHOI,70 years old,316,Male,None,https://specials-images.forbesimg.com/imageserve/ebc8dc5b0a75e3da4a36e5725ea61748/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=61&cropY2=557,316,Real Estate  ==> real estate,6.4 BUSD,0.0 millions USD,,262,franciS CHoi,265.0,316
4973,hAUB,85 years old,317,Male,Germany,https://specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843,317,Fashion & Retail  ==> retail,6.4 BUSD,nan millions USD,,262,eriVAN Haub,266.0,317
7127,jIANG,45 years old,318,M,None,https://specials-images.forbesimg.com/imageserve/58093d3aa7ea435b91b047e0/416x416.jpg?background=000000&cropX1=61&cropX2=683&cropY1=45&cropY2=667,318,Media & Entertainment  ==> advertising,6.4 BUSD,0.0 millions USD,,308,jASON Jiang,267.0,318
2065,keRIMOv,52 years old,319,Male,None,https://specials-images.forbesimg.com/imageserve/5a80c2c74bbe6f2652f540c0/416x416.jpg?background=000000&cropX1=193&cropX2=1856&cropY1=32&cropY2=1696,319,Finance and Investments  ==> investments,6.4 BUSD,0.0 millions USD,,396,suleIMAN KERImov,268.0,319
3898,LIVINGStone,,320,M,None,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,320,Real Estate  ==> real estate,6.4 BUSD,0.0 millions USD,,276,iaN & RICHARD LIvingstone,269.0,320
7101,PANG,62 years old,321,None,None,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,321,Food and Beverage  ==> soy sauce maker,6.4 BUSD,0.0 millions USD,,172,pANG KANG,270.0,321
6117,sHAW,67 years old,322,None,None,https://specials-images.forbesimg.com/imageserve/239960e569e988f52709225581a9680b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815,322,Finance and Investments  ==> hedge funds,6.4 BUSD,0.0 millions USD,,282,DAVID SHAW,271.0,322
5990,siNGH,86 years old,323,M,India,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968,323,Real Estate  ==> real estate,6.4 BUSD,0.0 millions USD,,337,kusHAL PAL SINGH,272.0,323
2411,soBRATo,79 years old,324,M,United States,https:http://specials-images.forbesimg.com/imageserve/47d41e6a7ea49d31cbada544a1ce4e5b/416x416.jpg?background=000000&cropX1=72&cropX2=623&cropY1=156&cropY2=707,324,Real Estate  ==> real estate,6.4 BUSD,0.0 millions USD,,233,jOHN A. SOBRAto,273.0,324
7975,bALKRIShna,45 years old,325,M,None,https://specials-images.forbesimg.com/imageserve/5a7f023c4bbe6f2652f52cbd/416x416.jpg?background=000000&cropX1=90&cropX2=3361&cropY1=0&cropY2=3269,325,Food and Beverage  ==> consumer goods,6.3 BUSD,0.0 millions USD,,252,ACHARYA BALKRISHNa,274.0,325
3268,fieLMANN,78 years old,326,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e150a31358e4955ad1011/416x416.jpg?background=000000&cropX1=1354&cropX2=4068&cropY1=6&cropY2=2721,326,Healthcare  ==> optometry,6.3 BUSD,0.0 millions USD,,294,guenthER FIELMANN,275.0,326
4025,giLBERT,56 years old,327,M,United States,https:http://specials-images.forbesimg.com/imageserve/06641e28ba282906e7bed9e77d91e147/416x416.jpg?background=000000&cropX1=60&cropX2=704&cropY1=63&cropY2=708,327,Finance and Investments  ==> Quicken Loans,6.3 BUSD,0.0 millions USD,,257,danieL GILBERT,276.0,327
3952,JOHNSon,74 years old,328,Female,Sweden,https://specials-images.forbesimg.com/imageserve/5a811abd4bbe6f2652f545ab/416x416.jpg?background=000000&cropX1=42&cropX2=1017&cropY1=87&cropY2=1063,328,Diversified  ==> diversified,6.3 BUSD,0.0 millions USD,,285,antonIA JOHNSOn,277.0,328
8753,LAL,76 years old,329,M,India,https:http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780,329,Automotive  ==> motorcycles,6.3 BUSD,0.0 millions USD,,266,vikraM LAl,278.0,329
4682,moRI,81 years old,330,M,None,https://specials-images.forbesimg.com/imageserve/5ac24f4aa7ea432fbc1dc831/416x416.jpg?background=000000&cropX1=731&cropX2=3394&cropY1=6&cropY2=2667,330,Real Estate  ==> real estate,6.3 BUSD,0.0 millions USD,,265,akira MOri,279.0,330
7275,schaefflER-THumann,76 years old,331,F,Germany,https://specials-images.forbesimg.com/imageserve/5a7e2d4a31358e4955ad1176/416x416.jpg?background=000000&cropX1=248&cropX2=1793&cropY1=112&cropY2=1658,331,Automotive  ==> auto parts,6.3 BUSD,0.0 millions USD,,329,marIA-ELISABETH SCHAEFFLER-THUMANN,280.0,331
8553,frERE,92 years old,332,M,None,https://specials-images.forbesimg.com/imageserve/5a7b77a74bbe6f2652f4ee6d/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=64&cropY2=2057,332,Finance and Investments  ==> investments,6.2 BUSD,0.0 millions USD,,299,aLBERT FRERE,281.0,332
1726,KINDEr,73 years old,333,M,United States,https://specials-images.forbesimg.com/imageserve/59d590eea7ea436b47b3749e/416x416.jpg?background=000000&cropX1=266&cropX2=966&cropY1=8&cropY2=708,333,Energy  ==> pipelines,6.2 BUSD,0.0 millions USD,,273,richarD KINDer,282.0,333
6966,KRAFT,77 years old,334,Male,United States,https://specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840,334,Sports  ==> New England Patriots,6.2 BUSD,0.0 millions USD,,278,ROBERT KRAFT,283.0,334
2037,lauREN,78 years old,335,M,United States,https://specials-images.forbesimg.com/imageserve/59d5998e31358e542c035755/416x416.jpg?background=000000&cropX1=735&cropX2=2223&cropY1=407&cropY2=1897,335,Fashion & Retail  ==> Ralph Lauren,6.2 BUSD,-3.216 millions USD,,232,ralPH LAUREn,284.0,335
4624,schrODEr,85 years old,336,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a70f09e4bbe6f2652f40d95/416x416.jpg?background=000000&cropX1=65&cropX2=241&cropY1=0&cropY2=176,336,Finance and Investments  ==> banking,6.2 BUSD,0.0 millions USD,,331,bruno SCHRODEr,285.0,336
8729,wADIA,74 years old,337,M,None,https://specials-images.forbesimg.com/imageserve/5a7f401931358e4955ad1aa8/416x416.jpg?background=000000&cropX1=4&cropX2=1854&cropY1=296&cropY2=2147,337,Food and Beverage  ==> consumer goods,6.2 BUSD,0.001 millions USD,,217,nusli WAdia,286.0,337
2725,beLLON,88 years old,338,M,None,https://specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017,338,Service  ==> food services,6.1 BUSD,0.0 millions USD,,377,pieRRE BELLON,287.0,338
5707,WEXNEr,80 years old,339,M,None,https://specials-images.forbesimg.com/imageserve/59d590304bbe6f37dda0045f/416x416.jpg?background=000000&cropX1=524&cropX2=2358&cropY1=509&cropY2=2343,339,Fashion & Retail  ==> retail,6.1 BUSD,-1.569 millions USD,,335,LES WEXNEr,288.0,339
5354,baNGUR,87 years old,340,Male,India,https://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=24&cropX2=721&cropY1=0&cropY2=698,340,Manufacturing  ==> cement,6.0 BUSD,0.0 millions USD,,362,BENU GOPAL Bangur,289.0,340
1207,cheRITOn,67 years old,341,M,None,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280,341,Technology  ==> Google,6.0 BUSD,0.0 millions USD,,260,david cHERITon,290.0,341
4491,mA,54 years old,342,None,None,https://specials-images.forbesimg.com/imageserve/561faff9e4b0ffa7afe5e200/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=5&cropY2=743,342,"Fashion & Retail  ==> textiles, apparel",6.0 BUSD,0.0 millions USD,,192,ma jIANROng,291.0,342
6212,maCMILLAN,88 years old,343,M,United States,https:http://specials-images.forbesimg.com/imageserve/16a0f086c025bdce59c284f3d75123e0/416x416.jpg?background=000000&cropX1=156&cropX2=588&cropY1=93&cropY2=525,343,Food and Beverage  ==> Cargill,6.0 BUSD,0.0 millions USD,,291,whitneY MACMILlan,292.0,343
1145,OLSSON,71 years old,344,Male,None,https://specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725,344,Diversified  ==> diversified,6.0 BUSD,0.0 millions USD,,359,dAN OLSSON,293.0,344
4931,sehGAL,61 years old,345,None,Australia,https:http://specials-images.forbesimg.com/imageserve/57d8881f4bbe6f6781c4f08c/416x416.jpg?background=000000&cropX1=188&cropX2=470&cropY1=216&cropY2=498,345,Automotive  ==> auto parts,6.0 BUSD,0.0 millions USD,,381,vivek CHAAND sehgal,294.0,345
9611,tEH,88 years old,346,M,None,https://specials-images.forbesimg.com/imageserve/5a95531c4bbe6f0fa826ad63/416x416.jpg?background=000000&cropX1=0&cropX2=1775&cropY1=132&cropY2=1908,346,Finance and Investments  ==> banking,6.0 BUSD,0.0 millions USD,,281,teH HONG PIOW,295.0,346
1721,AL GHURair,,347,M,United Arab Emirates,https://specials-images.forbesimg.com/imageserve/5a988f2e4bbe6f0fa8271657/416x416.jpg?background=000000&cropX1=648&cropX2=1589&cropY1=256&cropY2=1197,347,Diversified  ==> diversified,5.9 BUSD,4.548 millions USD,,315,abdulla bIN AHMAD AL Ghurair,296.0,347
7223,araMBURUZAbala,55 years old,348,F,None,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608,348,"Food and Beverage  ==> beer, investments",5.9 BUSD,0.0 millions USD,,295,maria asuncION ARAMBURUzabala,297.0,348
5772,dommERMUTH,54 years old,349,M,None,https://specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362,349,Technology  ==> internet service provider,5.9 BUSD,0.0 millions USD,,300,ralpH DOMMERMuth,298.0,349
2824,loWY,87 years old,350,M,Australia,https://specials-images.forbesimg.com/imageserve/5a7a522a31358e4955acc824/416x416.jpg?background=000000&cropX1=485&cropX2=4136&cropY1=0&cropY2=3648,350,Real Estate  ==> shopping malls,5.9 BUSD,0.0 millions USD,,304,frank LOWy,299.0,350
1738,mARGUErre,77 years old,351,M,None,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,351,Healthcare  ==> pharmaceuticals,5.9 BUSD,0.0 millions USD,,320,wolFGANG MARGUerre,300.0,351
2374,maRS,53 years old,352,Female,None,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,352,"Food and Beverage  ==> candy, pet food",5.9 BUSD,0.0 millions USD,,287,maRIJKE MARS,301.0,352
8455,maRS,57 years old,353,F,None,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838,353,"Food and Beverage  ==> candy, pet food",5.9 BUSD,0.0 millions USD,,288,pamelA MArs,302.0,353
2816,maRS,59 years old,354,F,United States,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838,354,"Food and Beverage  ==> candy, pet food",5.9 BUSD,0.0 millions USD,,289,vALERIE Mars,303.0,354
6046,maRS,61 years old,355,F,None,https://specials-images.forbesimg.com/imageserve/59d593da4bbe6f37dda0048f/416x416.jpg?background=000000&cropX1=154&cropX2=586&cropY1=99&cropY2=531,355,"Food and Beverage  ==> candy, pet food",5.9 BUSD,0.0 millions USD,,290,VICTORIA MARs,304.0,355
6318,barCLAY,84 years old,356,None,None,https://specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460,356,"Diversified  ==> media, retail",5.8 BUSD,0.0 millions USD,,284,david & FREDERICK BARCLAY,305.0,356
1825,gokONGWEi,91 years old,357,M,Philippines,https://specials-images.forbesimg.com/imageserve/d70e19d44da6ed97af796d410314cc69/416x416.jpg?background=000000&cropX1=206&cropX2=646&cropY1=44&cropY2=484,357,Diversified  ==> food and beverage,5.8 BUSD,-0.001 millions USD,,556,"JOHN GOKONGWEI, JR.",306.0,357
9272,KWON,44 years old,358,M,None,https://specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747,358,Technology  ==> online games,5.8 BUSD,0.0 millions USD,,529,kwON HYUK-Bin,307.0,358
8103,lAURIE,67 years old,359,F,United States,https://specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574,359,Fashion & Retail  ==> Walmart,5.8 BUSD,0.0 millions USD,,387,naNCY WALTOn laurie,308.0,359
1179,LIN,81 years old,360,Male,None,https://specials-images.forbesimg.com/imageserve/594bfd4a4bbe6f18d786e5aa/416x416.jpg?background=000000&cropX1=289&cropX2=1912&cropY1=4&cropY2=1625,360,Real Estate  ==> real estate,5.8 BUSD,0.0 millions USD,,324,LIN YU-ling,309.0,360
5024,lOVE,81 years old,361,,USA,https://specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512,361,Fashion & Retail  ==> retail & gas stations,5.8 BUSD,0.0 millions USD,,263,tom & jUDY LOve,310.0,361
2355,ROWLINg,64 years old,362,None,None,https://specials-images.forbesimg.com/imageserve/59d6500131358e542c035c5d/416x416.jpg?background=000000&cropX1=64&cropX2=496&cropY1=48&cropY2=480,362,Energy  ==> investments,5.8 BUSD,0.0 millions USD,,317,robert ROWLing,311.0,362
4665,washINGTON,83 years old,363,Male,None,https://specials-images.forbesimg.com/imageserve/198d7ce586e3b44a8067f1e6bdd424f2/416x416.jpg?background=000000&cropX1=282&cropX2=491&cropY1=160&cropY2=369,363,"Logistics  ==> construction, mining",5.8 BUSD,0.0 millions USD,,303,dennis WASHINGTOn,312.0,363
3815,YAO,53 years old,364,M,None,https://specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501,364,Manufacturing  ==> furniture,5.8 BUSD,0.0 millions USD,,283,yaO LIANGsong,313.0,364
6715,zhANG,55 years old,365,None,None,https://specials-images.forbesimg.com/imageserve/5a7d20f7a7ea431690130ec7/416x416.jpg?background=000000&cropX1=2&cropX2=678&cropY1=45&cropY2=722,365,Fashion & Retail  ==> appliance retailer,5.8 BUSD,0.0 millions USD,,245,zhanG JINdong,314.0,365
9260,beCKMANN VIdal,78 years old,366,M,None,https://specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163,366,Food and Beverage  ==> tequila,5.7 BUSD,0.0 millions USD,,437,juan FRANCISCO Beckmann vidal,315.0,366
6777,SUN,66 years old,367,M,USA,https:http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=60&cropX2=635&cropY1=116&cropY2=691,367,Technology  ==> computer hardware,5.7 BUSD,0.0 millions USD,,246,dAVID SUN,316.0,367
7165,tU,76 years old,368,M,None,https:http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603,368,Technology  ==> computer hardware,5.7 BUSD,0.0 millions USD,,247,johN TU,317.0,368
9835,vIESSMann,64 years old,369,M,None,https://specials-images.forbesimg.com/imageserve/5a7e2d9d4bbe6f2652f5276a/416x416.jpg?background=000000&cropX1=718&cropX2=3985&cropY1=0&cropY2=3266,369,Manufacturing  ==> heating equipment,5.7 BUSD,0.0 millions USD,,352,martin VIESSMANN,318.0,369
3739,wERTHEIMer,91 years old,370,Male,None,https://specials-images.forbesimg.com/imageserve/5a7f7e2a4bbe6f2652f532b1/416x416.jpg?background=000000&cropX1=150&cropX2=2485&cropY1=0&cropY2=2333,370,Manufacturing  ==> metalworking tools,5.7 BUSD,0.0 millions USD,,318,stEF WERTheimer,319.0,370
3558,wYSS,83 years old,371,Male,None,https://specials-images.forbesimg.com/imageserve/5a81269031358e4955ad311c/416x416.jpg?background=000000&cropX1=127&cropX2=984&cropY1=71&cropY2=928,371,Healthcare  ==> medical devices,5.7 BUSD,0.0 millions USD,,319,hanSJOERG WYSs,320.0,371
3404,DYSON,71 years old,372,None,None,https://specials-images.forbesimg.com/imageserve/5a96d079a7ea434a0c2787fb/416x416.jpg?background=000000&cropX1=1051&cropX2=2694&cropY1=844&cropY2=2488,372,Manufacturing  ==> vacuums,5.6 BUSD,0.0 millions USD,,353,jamES DYson,321.0,372
6127,GRAFF,80 years old,373,M,None,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001,373,Fashion & Retail  ==> diamond jewelry,5.6 BUSD,0.0 millions USD,,333,laurENCE GRAFF,322.0,373
7286,hUANG,55 years old,374,Male,United States,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326,374,Technology  ==> semiconductors,5.6 BUSD,0.0 millions USD,,286,JEN-HSUN HUANG,323.0,374
5447,JOHNSON,85 years old,375,None,United States,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863,375,Finance and Investments  ==> money management,5.6 BUSD,0.0 millions USD,,394,CHARLES JOHNSon,324.0,375
8570,jONEs,75 years old,376,None,None,https://specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084,376,Sports  ==> Dallas Cowboys,5.6 BUSD,0.0 millions USD,,334,jeRRY JONEs,325.0,376
3075,KEI,52 years old,377,None,People's Republic of China,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744,377,Real Estate  ==> real estate,5.6 BUSD,0.0 millions USD,,244,kei HOI Pang,326.0,377
6857,KWEE,,378,Male,None,https://specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338,378,Real Estate  ==> Real Estate,5.6 BUSD,0.0 millions USD,,351,kwEE FAMily,327.0,378
7334,LEE,79 years old,379,None,None,https://specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875,379,"Manufacturing  ==> palm oil, property",5.6 BUSD,0.0 millions USD,,389,lee shIN CHENG,328.0,379
8278,lEFRAK,72 years old,380,Male,None,https://specials-images.forbesimg.com/imageserve/5a8da99e4bbe6f2652f620cd/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=304&cropY2=2297,380,Real Estate  ==> real estate,5.6 BUSD,0.0 millions USD,,280,richaRD LEFrak,329.0,380
8934,NAGAMORi,73 years old,381,M,None,https://specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557,381,Manufacturing  ==> motors,5.6 BUSD,0.0 millions USD,,328,shigenobu NAGAMORi,330.0,381
2349,RALEs,67 years old,382,M,None,https://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763,382,Manufacturing  ==> manufacturing,5.6 BUSD,0.0 millions USD,,297,steVEN RALes,331.0,382
5758,sprINGER,75 years old,383,F,None,https://specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439,383,Media & Entertainment  ==> publishing,5.6 BUSD,0.0 millions USD,,422,friedE SPRINGER,332.0,383
5901,yeUNG,54 years old,384,M,None,https://specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741,384,Manufacturing  ==> electronics,5.6 BUSD,0.0 millions USD,,330,yeUNG KIN-Man,333.0,384
9129,aKHMETOv,51 years old,385,Male,None,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206,385,"Metals & Mining  ==> steel, coal",5.5 BUSD,0.0 millions USD,,345,rinAT AKHmetov,334.0,385
6524,ARISOn,60 years old,386,F,Israel,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,386,Service  ==> Carnival Cruises,5.5 BUSD,37.583 millions USD,,360,sHARI ARIson,335.0,386
2485,avARA,54 years old,387,None,United States,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,387,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,310,danNINE AVARA,336.0,387
7850,blOCHEr,42 years old,388,None,None,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608,388,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,379,rAHEL BLOCHer,337.0,388
1769,cURRIE,62 years old,389,M,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,389,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,400,andrEW CURRIE,338.0,389
2043,DUNCAN,1984,390,M,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,390,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,312,scott DUNCAn,339.0,390
2853,fRANTZ,48 years old,391,F,None,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572,391,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,311,milanE Frantz,340.0,391
9869,heNDRICKs,71 years old,392,Female,USA,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430,392,Construction & Engineering  ==> roofing,5.5 BUSD,0.0 millions USD,,414,diane HENdricks,341.0,392
3813,martulLO-BLOCHer,49 years old,393,F,None,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513,393,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,380,magdalenA MARTULLO-blocher,342.0,393
2083,mikiTAni,53 years old,394,None,None,https://specials-images.forbesimg.com/imageserve/5ac2504c4bbe6f2310f13b42/416x416.jpg?background=000000&cropX1=1729&cropX2=4186&cropY1=1222&cropY2=3681,394,Fashion & Retail  ==> online retail,5.5 BUSD,0.001 millions USD,,493,HIROSHI MIKITANI,343.0,394
2370,NEWELl,55 years old,395,Male,None,https://specials-images.forbesimg.com/imageserve/9efa03c25417e97cae2969a1a4c60335/416x416.jpg?background=000000&cropX1=6&cropX2=663&cropY1=189&cropY2=846,395,Gambling & Casinos  ==> videogames,5.5 BUSD,0.0 millions USD,,339,gaBE NEWell,344.0,395
8393,pAN,55 years old,396,None,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716,396,"Real Estate  ==> real estate, finance",5.5 BUSD,0.0 millions USD,,344,PAN SUTONG,345.0,396
6016,PRATT,58 years old,397,None,Australia,https://specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954,397,Manufacturing  ==> manufacturing,5.5 BUSD,0.0 millions USD,,378,anTHONY PRatt,346.0,397
6560,reECE,61 years old,398,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,398,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,401,JOHN REECe,347.0,398
1236,wiLLIAMS,56 years old,399,None,None,https://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,399,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,309,randA WILliams,348.0,399
1065,zhANG,38 years old,400,M,None,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954,400,Service  ==> after-school tutoring,5.5 BUSD,0.0 millions USD,,224,zhanG BANGXIN,349.0,400
4454,ZHANG,71 years old,401,M,China,https://specials-images.forbesimg.com/imageserve/561faedfe4b0ffa7afe5e1f7/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=343&cropY2=1054,401,Metals & Mining  ==> aluminum products,5.5 BUSD,-0.001 millions USD,,413,zhANG SHIPINg,350.0,401
6331,beSNIEr,51 years old,402,M,France,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,402,Food and Beverage  ==> cheese,5.4 BUSD,0.0 millions USD,,349,jeAN-MICHEL BESNier,351.0,402
9644,beSNIER BEAUvalot,1982,403,F,France,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,403,Food and Beverage  ==> cheese,5.4 BUSD,0.0 millions USD,,350,marIE BESNIER BEauvalot,352.0,403
2898,deVOs,92 years old,404,None,USA,https://specials-images.forbesimg.com/imageserve/57e05bec4bbe6f6781c5259e/416x416.jpg?background=000000&cropX1=217&cropX2=736&cropY1=15&cropY2=534,404,Service  ==> Amway,5.4 BUSD,0.0 millions USD,,363,riCHARD DEVOs,353.0,404
