ID,Position,Worth,First Name,Last Name,Age,Gender_cat,Source,Country,Image,Nationality,name,country
3882,588,3.8 BUSD,Nathan,Blecharczyk,34,Male,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/5a8dda51a7ea431690140c1f/416x416.jpg?background=000000&cropX1=891&cropX2=3257&cropY1=303&cropY2=2667,,Nathan Blecharczyk,United States
8864,589,3.8 BUSD,Hubert,Burda,78,Male,Media & Entertainment  ==> publishing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e18774bbe6f2652f5262a/416x416.jpg?background=000000&cropX1=545&cropX2=2767&cropY1=28&cropY2=2251,,Hubert Burda,Germany
4437,590,3.8 BUSD,Chen,Chen,60,Male,Finance and Investments  ==> insurance,China,https://specials-images.forbesimg.com/imageserve/5a7bc417a7ea43169012f465/416x416.jpg?background=000000&cropX1=903&cropX2=3641&cropY1=0&cropY2=2736,,Chen Dongsheng,China
2102,591,3.8 BUSD,Brian,Chesky,35,Not Available,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/59d8056a31358e542c036f00/416x416.jpg?background=000000&cropX1=545&cropX2=2830&cropY1=1231&cropY2=3518,,Brian Chesky,United States
4774,592,3.8 BUSD,Gustaf,Douglas,80,Male,Diversified  ==> investments,Sweden,https://specials-images.forbesimg.com/imageserve/5a811d2e4bbe6f2652f545c3/416x416.jpg?background=000000&cropX1=0&cropX2=1212&cropY1=3&cropY2=1216,,Gustaf Douglas,Sweden
1940,593,3.8 BUSD,Joe,Gebbia,35,Not Available,Technology  ==> Airbnb,United States,https://specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336,,Joe Gebbia,United States
8543,594,3.8 BUSD,Peter,Gilgan,67,Male,Construction & Engineering  ==> homebuilding,Canada,https://specials-images.forbesimg.com/imageserve/5a7bb1f84bbe6f2652f4f39e/416x416.jpg?background=000000&cropX1=576&cropX2=4419&cropY1=0&cropY2=3840,,Peter Gilgan,Canada
5580,595,3.8 BUSD,Jeff,Greene,63,Male,"Real Estate  ==> real estate, investments",United States,https://specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788,,Jeff Greene,United States
9492,596,3.8 BUSD,Jiang,Jiang,63,Not Available,Manufacturing  ==> chemicals,China,https://specials-images.forbesimg.com/imageserve/562e57f2e4b0ffa7afe645f1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=113&cropY2=854,,Jiang Weiping,China
7398,597,3.8 BUSD,Dominika,Kulczyk,0,Female,Finance and Investments  ==> diversified,Poland,https://specials-images.forbesimg.com/imageserve/5a806eb631358e4955ad27e5/416x416.jpg?background=000000&cropX1=1071&cropX2=4110&cropY1=7&cropY2=3046,,Dominika & Sebastian Kulczyk,Poland
9188,598,3.8 BUSD,Li,Li,52,Male,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=190&cropY2=934,,Li Wa,Hong Kong
9038,599,3.8 BUSD,Robert,Mcnair,81,Male,"Sports  ==> energy, sports",United States,https://specials-images.forbesimg.com/imageserve/5a8dda8ba7ea431690140c29/416x416.jpg?background=000000&cropX1=217&cropX2=2655&cropY1=249&cropY2=2686,,Robert McNair,United States
2871,600,3.8 BUSD,Masahiro,Miki,62,Male,Fashion & Retail  ==> shoes,Japan,https://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374,,Masahiro Miki,Japan
5825,601,3.8 BUSD,Katharina,Otto-bernstein,0,Female,Real Estate  ==> real estate,Germany,https://specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340,,Katharina Otto-Bernstein,Germany
8671,602,3.8 BUSD,Ira,Rennert,84,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710,,Ira Rennert,United States
2111,603,3.8 BUSD,Henry,Samueli,63,Male,Technology  ==> semiconductors,United States,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,,Henry Samueli,United States
1209,604,3.8 BUSD,Zeng,Zeng,52,Female,Technology  ==> smartphone components,China,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,,Zeng Fangqin,China
2534,605,3.8 BUSD,Zhang,Zhang,46,Male,Diversified  ==> diversified,China,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,,Zhang Jin,China
1983,606,3.7 BUSD,Nick,Caporella,82,Not Available,Food and Beverage  ==> beverages,United States,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,,Nick Caporella,United States
7702,607,3.7 BUSD,Mark,Cuban,59,Male,Media & Entertainment  ==> online media,United States,https://specials-images.forbesimg.com/imageserve/59dbe47b31358e542c038283/416x416.jpg?background=000000&cropX1=720&cropX2=1325&cropY1=189&cropY2=793,,Mark Cuban,United States
3125,608,3.7 BUSD,Ken,Fisher,67,Not Available,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455,,Ken Fisher,United States
6559,609,3.7 BUSD,Jaime,Gilinski bacal,60,Male,Finance and Investments  ==> banking,Colombia,https://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810,,Jaime Gilinski Bacal,Colombia
2401,610,3.7 BUSD,Andreas,Halvorsen,57,Male,Finance and Investments  ==> hedge funds,Norway,https://specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456,,Andreas Halvorsen,Norway
4368,611,3.7 BUSD,H.,Johnson,60,Male,Manufacturing  ==> cleaning products,United States,https:http://specials-images.forbesimg.com/imageserve/57e072564bbe6f6781c526bb/416x416.jpg?background=000000&cropX1=5&cropX2=726&cropY1=39&cropY2=761,,H. Fisk Johnson,United States
6245,612,3.7 BUSD,Imogene,Johnson,87,Not Available,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497,,Imogene Powers Johnson,United States
9502,613,3.7 BUSD,S.,Johnson,63,Male,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/688f019aa8189ba775f5e11b549fe4cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,,S. Curtis Johnson,United States
3707,614,3.7 BUSD,Helen,Johnson-leipold,61,Female,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308,,Helen Johnson-Leipold,United States
8582,615,3.7 BUSD,Winifred,Johnson-marquart,59,Female,Manufacturing  ==> cleaning products,United States,https://specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101,,Winifred Johnson-Marquart,United States
4314,616,3.7 BUSD,Viatcheslav,Kantor,64,Male,"Manufacturing  ==> fertilizer, real estate",Russia,https://specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,,Viatcheslav Kantor,Russia
5259,617,3.7 BUSD,Samvel,Karapetyan,52,Male,Construction & Engineering  ==> real estate,Russia,https://specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=10&cropX2=2336&cropY1=15&cropY2=2343,,Samvel Karapetyan,Russia
1486,618,3.7 BUSD,Marc,Ladreit de lacharriere,77,Male,Finance and Investments  ==> finance,France,https://specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648,,Marc Ladreit de Lacharriere,France
1561,619,3.7 BUSD,Angela,Leong,57,Female,Gambling & Casinos  ==> casinos,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172,,Angela Leong,Hong Kong
6948,620,3.7 BUSD,Li,Li,46,Male,Manufacturing  ==> hair dryers,China,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172,,Li Gaiteng,China
8413,621,3.7 BUSD,Mangal,Lodha,62,Male,Real Estate  ==> real estate,India,https://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866,,Mangal Prabhat Lodha,India
4558,622,3.7 BUSD,Michael,Milken,71,Male,Finance and Investments  ==> investments,USA,https://specials-images.forbesimg.com/imageserve/59dbd2c24bbe6f37dda03520/416x416.jpg?background=000000&cropX1=68&cropX2=928&cropY1=229&cropY2=1088,,Michael Milken,United States
4983,623,3.7 BUSD,Yuri,Milner,56,Not Available,Finance and Investments  ==> tech investments,Russia,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210,,Yuri Milner,Russia
9032,624,3.7 BUSD,Andreas,Struengmann,68,Male,Healthcare  ==> pharmaceuticals,Germany,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210,,Andreas Struengmann,Germany
5177,625,3.7 BUSD,Thomas,Struengmann,68,Male,Healthcare  ==> pharmaceuticals,Germany,https://specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580,,Thomas Struengmann,Germany
2770,626,3.7 BUSD,Tse,Tse,66,Not Available,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/56703358b0044cf7b67e49b2a2c7d409/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=0&cropY2=740,,Tse Ping,China
2892,627,3.7 BUSD,Yitzhak,Tshuva,69,Not Available,Real Estate  ==> real estate,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675,,Yitzhak Tshuva,Israel
7777,628,3.7 BUSD,Samuel,Yin,67,Not Available,Diversified  ==> diversified,Taiwan,https://specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801,,Samuel Yin,Taiwan
2121,629,3.6 BUSD,Michael,Ashley,53,Male,Fashion & Retail  ==> sports retailing,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417,,Michael Ashley,United Kingdom
8986,630,3.6 BUSD,Cao,Cao,60,Male,Healthcare  ==> pharmaceuticals,People's Republic of China,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780,,Cao Longxiang,China
6338,631,3.6 BUSD,Jeffery,Hildebrand,59,Male,Energy  ==> oil,United States,https://specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530,,Jeffery Hildebrand,United States
8046,632,3.6 BUSD,Jiang,Jiang,64,Not Available,Healthcare  ==> vaccine production,China,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858,,Jiang Rensheng,China
8307,633,3.6 BUSD,Edward,Johnson,53,Male,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858,,"Edward Johnson, IV.",United States
3597,634,3.6 BUSD,Elizabeth,Johnson,55,Female,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858,,Elizabeth Johnson,United States
3970,635,3.6 BUSD,Peter,Kellogg,75,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858,,Peter Kellogg,United States
5645,636,3.6 BUSD,Lim,Lim,78,Male,Healthcare  ==> pharmaceuticals,South Korea,https://specials-images.forbesimg.com/imageserve/58f8de6ea7ea437ada26679d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813,,Lim Sung-Ki,South Korea
8340,637,3.6 BUSD,Friedhelm,Loh,71,Male,Manufacturing  ==> manufacturing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e11c8a7ea431690131fc6/416x416.jpg?background=000000&cropX1=213&cropX2=2548&cropY1=1484&cropY2=3820,,Friedhelm Loh,Germany
4588,638,3.6 BUSD,Kiran,Mazumdar-shaw,65,Female,Healthcare  ==> biotech,India,https://specials-images.forbesimg.com/imageserve/5a7f280a31358e4955ad1901/416x416.jpg?background=000000&cropX1=1272&cropX2=3866&cropY1=0&cropY2=2592,,Kiran Mazumdar-Shaw,India
4998,639,3.6 BUSD,Idan,Ofer,62,Male,"Diversified  ==> drilling, shipping",Israel,https://specials-images.forbesimg.com/imageserve/5a7f7c1c31358e4955ad1d35/416x416.jpg?background=000000&cropX1=834&cropX2=3320&cropY1=354&cropY2=2840,,Idan Ofer,Israel
2331,640,3.6 BUSD,Karsanbhai,Patel,74,Male,Diversified  ==> consumer goods,India,https://specials-images.forbesimg.com/imageserve/5a7f27bf31358e4955ad18fa/416x416.jpg?background=000000&cropX1=6&cropX2=1367&cropY1=376&cropY2=1737,,Karsanbhai Patel,India
4330,641,3.6 BUSD,Qin,Qin,53,Male,Food and Beverage  ==> pig breeding,China,https://specials-images.forbesimg.com/imageserve/a3722ff48b63420aa857d7c876d5c521/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746,,Qin Yinglin,China
5788,642,3.6 BUSD,Qiu,Qiu,66,Male,Fashion & Retail  ==> fashion retail,China,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=685&cropY2=3045,,Qiu Guanghe,China
8524,643,3.6 BUSD,Sarath,Ratanavadi,52,Male,Energy  ==> energy,Thailand,https://specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773,,Sarath Ratanavadi,Thailand
9567,644,3.6 BUSD,Rodger,Riney,72,Male,Finance and Investments  ==> discount brokerage,USA,https://specials-images.forbesimg.com/imageserve/59dbdb144bbe6f37dda03642/416x416.jpg?background=000000&cropX1=1016&cropX2=2276&cropY1=43&cropY2=1304,,Rodger Riney,United States
4987,645,3.6 BUSD,Steven,Spielberg,71,Male,Media & Entertainment  ==> Movies,United States,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446,,Steven Spielberg,United States
9623,646,3.6 BUSD,Gabriele,Volkmann,0,Not Available,Automotive  ==> auto parts,Germany,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446,,Gabriele Volkmann,Germany
2572,647,3.6 BUSD,Arne,Wilhelmsen,88,Male,Logistics  ==> cruise ships,Norway,https://specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,,Arne Wilhelmsen,Norway
1789,648,3.6 BUSD,Xu,Xu,73,Male,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/580951f5a7ea435b91b04853/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=37&cropY2=778,,Xu Jingren,China
6755,649,3.6 BUSD,Zhang,Zhang,65,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,,Zhang Li,China
2353,650,3.6 BUSD,Zhang,Zhang,52,Female,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,,Zhang Xin,China
3236,651,3.6 BUSD,Anita,Zucker,66,Female,Manufacturing  ==> chemicals,United States,https://specials-images.forbesimg.com/imageserve/57e124e131358e16c589bb77/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=15&cropY2=759,,Anita Zucker,United States
2982,652,3.5 BUSD,Carlo,Benetton,74,Male,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/48e7014b81dcbb5af16440c90335228e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741,,Carlo Benetton,Italy
7147,653,3.5 BUSD,Gilberto,Benetton,77,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/589f893c4bbe6f0e55868e24/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,,Gilberto Benetton,Italy
5807,654,3.5 BUSD,Giuliana,Benetton,80,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/5a7f90bf31358e4955ad1df2/416x416.jpg?background=000000&cropX1=207&cropX2=2084&cropY1=218&cropY2=2096,,Giuliana Benetton,Italy
7079,655,3.5 BUSD,Luciano,Benetton,83,Not Available,"Fashion & Retail  ==> fashion retail, investments",Italy,https://specials-images.forbesimg.com/imageserve/5a7f9684a7ea431690132eb0/416x416.jpg?background=000000&cropX1=339&cropX2=1832&cropY1=240&cropY2=1734,,Luciano Benetton,Italy
7977,656,3.5 BUSD,Chen,Chen,52,Male,Healthcare  ==> hospitals,China,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741,,Chen Bang,China
3836,657,3.5 BUSD,Kuldip,Dhingra,0,Not Available,Manufacturing  ==> paints,India,https://specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044,,Kuldip Singh & Gurbachan Singh Dhingra,India
5199,658,3.5 BUSD,Abilio,Diniz,81,Male,Fashion & Retail  ==> retail,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b795531358e4955acdd22/416x416.jpg?background=000000&cropX1=0&cropX2=3292&cropY1=330&cropY2=3620,,Abilio dos Santos Diniz,Brazil
1253,659,3.5 BUSD,Bernard,Ecclestone,87,Male,Sports  ==> Formula One,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81552831358e4955ad3343/416x416.jpg?background=000000&cropX1=0&cropX2=4194&cropY1=0&cropY2=4192,,Bernard Ecclestone,United Kingdom
6642,660,3.5 BUSD,Judy,Faulkner,74,Female,Technology  ==> health IT,United States,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916,,Judy Faulkner,United States
3030,661,3.5 BUSD,Gao,Gao,66,Male,"Real Estate  ==> real estate, finance",China,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916,,Gao Tianguo,China
5010,662,3.5 BUSD,Joshua,Harris,53,Not Available,Finance and Investments  ==> private equity,USA,https://specials-images.forbesimg.com/imageserve/59dbe59ba7ea436b47b39e9e/416x416.jpg?background=000000&cropX1=871&cropX2=1714&cropY1=764&cropY2=1607,,Joshua Harris,United States
5563,663,3.5 BUSD,Arthur,Irving,88,Male,Energy  ==> oil,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610,,Arthur Irving,Canada
5019,664,3.5 BUSD,Baba,Kalyani,69,Male,Construction & Engineering  ==> engineering,India,https://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=250&cropY2=993,,Baba Kalyani,India
4026,665,3.5 BUSD,Dmitry,Kamenshchik,50,Male,Service  ==> airport,Russia,https://specials-images.forbesimg.com/imageserve/5a80a27ba7ea431690133adf/416x416.jpg?background=000000&cropX1=674&cropX2=3343&cropY1=0&cropY2=2667,,Dmitry Kamenshchik,Russia
1547,666,3.5 BUSD,Douglas,Leone,60,Male,Finance and Investments  ==> venture capital,United States,https://specials-images.forbesimg.com/imageserve/59dbe96a31358e542c0382f6/416x416.jpg?background=000000&cropX1=227&cropX2=3304&cropY1=600&cropY2=3678,,Douglas Leone,United States
4157,667,3.5 BUSD,Edwin,Leong,66,Male,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e697a4bbe6f2652f52a5c/416x416.jpg?background=000000&cropX1=697&cropX2=3366&cropY1=0&cropY2=2667,,Edwin Leong,Hong Kong
5673,668,3.5 BUSD,Arnon,Milchan,73,Not Available,Media & Entertainment  ==> movie making,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7a8f31358e4955ad1d1a/416x416.jpg?background=000000&cropX1=121&cropX2=855&cropY1=4&cropY2=738,,Arnon Milchan,Israel
8596,669,3.5 BUSD,Maren,Otto,0,Female,"Diversified  ==> retail, real estate",Germany,https://specials-images.forbesimg.com/imageserve/5a7e2cd1a7ea431690132368/416x416.jpg?background=000000&cropX1=334&cropX2=1593&cropY1=572&cropY2=1832,,Maren Otto,Germany
4625,670,3.5 BUSD,Anthony,Pritzker,57,Male,"Service  ==> hotels, investments",United States,https://specials-images.forbesimg.com/imageserve/d7f2d1d54a71e885322e1318b12e4baf/416x416.jpg?background=000000&cropX1=64&cropX2=644&cropY1=105&cropY2=685,,Anthony Pritzker,United States
9548,671,3.5 BUSD,Jay,Pritzker,53,Male,"Finance and Investments  ==> hotels, investments",United States,https://specials-images.forbesimg.com/imageserve/59dbdd1e31358e542c0381c2/416x416.jpg?background=000000&cropX1=263&cropX2=880&cropY1=174&cropY2=791,,Jay Robert (J.B.) Pritzker,United States
9176,672,3.5 BUSD,Mitchell,Rales,61,Male,"Manufacturing  ==> manufacturing, investments",United States,https://specials-images.forbesimg.com/imageserve/3583fac6b4a087511b3779870cca97f2/416x416.jpg?background=000000&cropX1=116&cropX2=744&cropY1=147&cropY2=775,,Mitchell Rales,United States
9872,673,3.5 BUSD,Kjell,Rokke,59,Male,"Logistics  ==> shipping, seafood",Norway,https://specials-images.forbesimg.com/imageserve/58a244daa7ea431f32197300/416x416.jpg?background=000000&cropX1=167&cropX2=573&cropY1=55&cropY2=461,,Kjell Inge Rokke,Norway
8144,674,3.5 BUSD,Bernard,Saul,86,Male,"Finance and Investments  ==> banking, real estate",United States,https:http://specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,,"Bernard Saul, II.",United States
3668,675,3.5 BUSD,Donald,Sterling,84,Male,Real Estate  ==> real estate,United States,https://specials-images.forbesimg.com/imageserve/59dbdbf231358e542c038181/416x416.jpg?background=000000&cropX1=690&cropX2=1525&cropY1=459&cropY2=1295,,Donald Sterling,United States
3015,676,3.5 BUSD,Tahir,Tahir,66,Male,Diversified  ==> diversified,Indonesia,https://specials-images.forbesimg.com/imageserve/5a19af6da7ea432f2e7401c7/416x416.jpg?background=000000&cropX1=122&cropX2=1814&cropY1=3&cropY2=1694,,Tahir,Indonesia
1934,677,3.5 BUSD,Chairul,Tanjung,56,Not Available,Diversified  ==> diversified,Indonesia,https://specials-images.forbesimg.com/imageserve/5a19af124bbe6f37e6586283/416x416.jpg?background=000000&cropX1=834&cropX2=3445&cropY1=0&cropY2=2614,,Chairul Tanjung,Indonesia
5221,678,3.5 BUSD,Clemens,Toennies,62,Not Available,Food and Beverage  ==> meat processing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0ea631358e4955ad0e48/416x416.jpg?background=000000&cropX1=1543&cropX2=4803&cropY1=14&cropY2=3272,,Clemens Toennies,Germany
4372,679,3.4 BUSD,Somphote,Ahunai,51,Male,Energy  ==> energy,Thailand,https://specials-images.forbesimg.com/imageserve/921717a472f456933b27aa6242dc34c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,,Somphote Ahunai,Thailand
2273,680,3.4 BUSD,Igor,Altushkin,47,Male,Metals & Mining  ==> metals,Russia,https://specials-images.forbesimg.com/imageserve/5a80a82031358e4955ad2b29/416x416.jpg?background=000000&cropX1=891&cropX2=4144&cropY1=461&cropY2=3712,,Igor Altushkin,Russia
1297,681,3.4 BUSD,Riley,Bechtel,66,Male,"Construction & Engineering  ==> engineering, construction",United States,https://specials-images.forbesimg.com/imageserve/57e0790c31358e16c589ba0f/416x416.jpg?background=000000&cropX1=176&cropX2=614&cropY1=119&cropY2=557,,Riley Bechtel,United States
2134,682,3.4 BUSD,Stephen,Bechtel,93,Not Available,"Construction & Engineering  ==> engineering, construction",United States,https:http://specials-images.forbesimg.com/imageserve/57f2a847a7ea435a1e1f60fd/416x416.jpg?background=000000&cropX1=29&cropX2=734&cropY1=52&cropY2=758,,"Stephen Bechtel, Jr.",United States
4502,683,3.4 BUSD,Mike,Cannon-brookes,38,Male,Technology  ==> software,Australia,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=2566&cropX2=3589&cropY1=285&cropY2=1307,,Mike Cannon-Brookes,Australia
1674,684,3.4 BUSD,Rafael,Del pino y calvo-sotelo,59,Male,Construction & Engineering  ==> construction,Spain,https://specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366,,Rafael Del Pino y Calvo-Sotelo,Spain
